ID,Departamento,LOCALIDAD,TIPO,Latitude,Longitude,web,Pop 2008,01/09,02/09,03/09,04/09,05/09,06/09,07/09,08/09,09/09,10/09,11/09,12/09,01/10,02/10,03/10,04/10,05/10,06/10,07/10,08/10,09/10,10/10,11/10,12/10,01/11,02/11,03/11,04/11,05/11,06/11,07/11,08/11,09/11,10/11,11/11,12/11,01/12,02/12,03/12,04/12,05/12,06/12,07/12,08/12,09/12,10/12,11/12,12/12,01/13,02/13,03/13,04/13,05/13,06/13,07/13,08/13,09/13,10/13,11/13,12/13,01/14,02/14,03/14,04/14
567,SANTA MARIA,VILLA DEL PRADO ,Comuna,-31.618299484253,-64.388801574707,,1354,38950,45704,41349,43640,46994,49858,48074,46563,46860,49823,47932,51646,51028,56637,53864,54625,65495,68556,64495,62403,65709,62753,66726,58084,75138,74463,83556,75553,93176,93506,"30563,77","31183,61","31775,92","89497,3","99768,22","96573,39",108276,93602,92098,88001,115085,114129,106414,113803,110582,"119517,9","122276,9",119182,"131818,9","142085,6","125268,8",131050,155377,158024,"153841,12","156563,12","151721,85","157356,59","163591,24","159449,92","187898,09","199975,02","168223,88",180681
568,RIO SEGUNDO,VILLA DEL ROSARIO ,Municipio,-31.554250717163,-63.534961700439,,15073,423150,496521,449216,474090,510536,541651,522266,505856,509076,541272,520728,561069,554359,615296,585165,593436,711527,744787,700663,677941,713857,681738,724898,631021,816284,808954,799108,785597,968838,972266,928889,947727,965728,930585,1037381,1004162,1125839,973270,957630,915024,1196648,1186703,1106479,1183313,1149826,"1242736,5","1271423,8","1239245,2",1370641,1477393,1302534,1362647,1615596,1643122,"1599626,2","1627929,3","1577590,2","1636179,69","1701007,1","1657945,98","1953747,45","2079322,31","1749176,81",1878709
569,TOTORAL,VILLA DEL TOTORAL ,Municipio,-30.705089569092,-64.068313598633,http://www.villadeltotoral.gov.ar/,8517,289128,339261,306938,323934,348837,370097,356852,345639,347839,369838,355801,383365,378780,420417,399829,405480,486170,508895,478746,463221,487762,465815,495305,431161,557747,552739,522036,529010,652403,654711,625502,638187,650309,626644,698559,676189,758125,655387,644855,616165,805807,799110,745089,796828,774278,"836842,4","856160,1","834490,8",922972,994857,877109,917589,1087921,1106457,"1077167,3","1096226,2","1062328,5","1101781,93","1145435,86","1116439,07","1315627,89","1400188,35","1177872,7",1265098
570,SAN JAVIER,VILLA DOLORES ,Municipio,-31.944869995117,-65.191146850586,http://www.villadolores.gov.ar/,31481,780074,915333,828126,873982,941169,998529,962793,932541,938478,997831,959958,1034328,1021957,1134295,1078747,1093995,1311696,1373009,1291667,1249780,1315991,1256780,1336343,1163281,1504813,1491301,1482233,1451185,1789676,1796008,1715880,1750678,1783932,1719013,1916291,1854927,2079695,1797862,1768972,1690268,2210496,2192125,2043932,2185863,2124005,"2295632,1","2348624,5",2289181,2531902,2729099,2406092,2517135,2984393,3035240,"2954892,8","3007175,5",2914187,"3022415,93","3142167,7","3062623,5","3609039,69","3841006,53","3231148,68",3470425
571,RIO CUARTO,VILLA EL CHACAY ,Comuna,-32.893489837646,-64.867218017578,,181,13612,15972,14450,15251,16424,17424,16800,16273,16376,17412,16751,18049,17833,19793,18824,19090,22889,23959,22539,21808,22964,21930,23319,20299,26259,26023,27488,25849,31878,31991,"22993,7","23460,02","23905,63","30619,58","34133,55","33040,51",37044,32024,31509,30108,39374,39047,36407,38935,37833,"40890,5","41834,4","40775,6",45099,"48611,5",42858,44836,53159,54065,"52633,43","53564,71","51908,37","53836,17","55969,23","54552,36","64285,29","68417,15","57554,18",61816
572,MARCOS JUAREZ,VILLA ELISA ,Comuna,-32.834201812744,-62.294708251953,,26,10384,12183,11023,11633,12528,13291,12815,12413,12492,13282,12778,13767,13603,15098,14359,14562,17459,18276,17193,16635,17517,16728,17787,15484,20030,19850,20132,19447,23983,24067,"38921,21","39710,53","40464,81","23035,69","25679,32",24857,27869,24092,23705,22650,29622,29376,27390,29292,28463,"30762,7","31472,8","30676,2","33928,8","36571,4","32242,9",33731,39992,40674,"39597,12","40297,74","39051,64","40501,97","42106,71","41040,77","48363,04","51471,52","43299,1",46506
574,RIO PRIMERO,VILLA FONTANA ,Municipio,-30.894859313965,-63.116451263428,,900,95685,112276,101579,107203,115446,122480,118097,114386,115115,122395,117749,126872,125354,139134,132320,134190,160894,168414,158437,153299,161421,154158,163917,142689,184582,182924,178964,177081,218385,219158,209380,213627,217684,209763,233836,226348,253775,219384,215859,206255,269736,267494,249411,266730,259182,"280124,6",286591,"279337,4",308955,333018,293603,307154,364171,370375,"360570,9","366950,7","355603,8","368810,4","383423,11","373716,73","440393,18","468698,95","394281,02",423478
575,CALAMUCHITA,VILLA GRAL. BELGRANO ,Municipio,-31.976190567017,-64.558921813965,http://www.vgb.gov.ar/,7649,250213,293598,265626,280335,301885,320285,308821,299118,301022,320060,307912,331767,327799,363831,346014,350905,420734,440400,414310,400874,422112,403119,428640,373130,482677,478344,472971,464678,573064,575092,549435,560577,571225,550438,613607,593959,665930,575687,566436,541234,707814,701932,654479,699927,680119,"735074,2","752042,7","733010,6",810729,873873,770445,806001,955619,971902,"946173,2","962915,4",933139,"967794,47","1006139,66","980670,16","1155634,68","1229911,76","1034631,87",1111250
576,PUNILLA,VILLA GIARDINO ,Municipio,-31.052640914917,-64.498672485352,http://www.villagiardino.gov.ar,4895,185784,217997,197228,208149,224151,237812,229301,222096,223510,237645,228625,246337,243391,270146,256917,260548,312396,326998,307626,297650,313419,299317,318266,277050,358389,355171,331455,338632,417618,419096,400398,408518,416278,401129,447164,432844,485293,419529,412787,394421,515816,511530,476948,510068,495633,"535682,1","548047,8","534178,7",590815,636831,561458,587370,696403,708268,"689519,5","701719,6","680020,9","705275,91","733219,79","714659,28","842163,62","896292,71","753983,36",809818
577,ISCHILIN,VILLA GUTIERREZ ,Comuna,-30.678659439087,-64.161102294922,,351,17296,20295,18361,19377,20867,22139,21347,20676,20808,22124,21284,22933,22658,25149,23918,24256,29082,30442,28638,27710,29178,27865,29629,25792,33364,33065,35153,32917,40595,40739,"63466,14","64753,23","65983,18","38992,27","43467,12","42075,19",47174,40781,40125,38340,50141,49724,46362,49582,48179,"52071,7","53273,7","51925,3",57431,61904,"54577,2",57096,67695,68848,"67025,65","68211,57","66102,32","68557,27","71273,59","69469,29","81863,62","87125,31","73291,94",78719
578,GENERAL ROCA,VILLA HUIDOBRO ,Municipio,-34.840011596680,-64.583808898926,http://www.mvhuidobro.gov.ar,5896,217761,255519,231175,243976,262732,278744,268768,260323,261980,278549,267977,288737,285284,316644,301137,305394,366166,383282,360575,348882,367365,350836,373046,324736,420076,416303,398780,400247,493605,495352,473252,482849,492021,474116,528527,511602,573594,495863,487895,466188,609670,604603,563731,602876,585815,"633151,4","647767,1","631373,2",698316,752705,663617,694244,823117,837141,"814980,2","829400,1","803753,2","833603,53","866631,9","844693,06","995398,48","1059376,56","891173,48",957167
579,SANTA MARIA,VILLA LA BOLSA ,Comuna,-31.729549407959,-64.431457519531,,836,27688,32489,29394,31022,33406,35441,34174,33100,33311,35417,34073,36713,36274,40261,38289,38830,46558,48734,45847,44360,46710,44608,47432,41291,53412,52932,59298,53676,66196,66430,"62167,76","63428,52","64633,31","63582,02","70878,84","68609,12",76923,66498,65430,62519,81761,81081,75600,80850,78562,"84909,7","86869,8","84672,1","93648,8","100942,6","88995,3",93103,110385,112266,"109294,12","111227,92","107788,51","111791,63","116220,95","113278,81","133489,38","142069,26","119512,13",128362
580,SANTA MARIA,VILLA LOS AROMOS ,Comuna,-31.736120223999,-64.438407897949,http://www.villalosaromos.com.ar/,810,27558,32337,29256,30876,33249,35276,34014,32945,33155,35252,33914,36541,36104,40073,38110,38649,46340,48506,45632,44152,46492,44400,47211,41098,53162,52685,56407,52578,64841,65071,"22518,44","22975,11","23411,51","62281,26","69428,81","67205,52",75349,65138,64091,61241,80088,79423,74053,79196,76954,"83172,6","85092,6","82938,9","91732,9","98877,5","87174,7",91198,108127,109970,"107058,19","108952,44","105583,39","109504,61","113843,31","110962,36","130758,47","139162,82","117068,17",125736
581,UNION,VILLA LOS PATOS ,Comuna,-32.766269683838,-62.727470397949,,16,10106,11859,10729,11323,12193,12936,12473,12081,12158,12927,12437,13400,13240,14695,13975,14173,16993,17788,16734,16191,17049,16282,17313,15071,19495,19320,19956,19045,23487,23570,"83378,98","85069,91","86685,76","22559,55","25148,54","24343,22",27293,23594,23215,22182,29010,28768,26824,28686,27874,"30126,8","30822,3","30042,2","33227,5","35815,5","31576,5",33034,39166,39833,"38778,68","39464,81","38244,47","39664,82","41236,39","40192,49","47363,41","50407,64","42404,14",45544
582,GENERAL SAN MARTIN,VILLA MARIA ,Municipio,-32.410400390625,-63.243141174316,http://www.villamaria.gov.ar/,77198,1877885,2203494,1993560,2103949,2265690,2403774,2317747,2244921,2259212,2402094,2310920,2489953,2460173,2730604,2596885,2633590,3157664,3305264,3109449,3008614,3168004,3025464,3216999,2800383,3622560,3590030,3641808,3517311,4337728,4353076,4158867,4243209,4323806,4166460,4644613,4495882,5040662,4357570,4287547,4096790,5357691,5313166,4953982,5297988,5148059,"5564040,3","5692480,6","5548405,6",6136701,6614655,5831767,6100909,7233426,7356666,"7161924,2","7288644,2","7063263,5","7325583,35","7615831,79","7423036,47","8747413,21","9309643,04","7831499,54",8411447
583,GENERAL SAN MARTIN,VILLA NUEVA ,Municipio,-32.435459136963,-63.247768402100,http://www.villanueva.gov.ar/,18500,509230,597527,540598,570532,614392,651836,628508,608759,612635,651380,626657,675205,667130,740463,704202,714155,856269,896294,843195,815850,859072,820421,872358,759385,982337,973515,960398,944996,1165416,1169540,1117362,1140021,1161675,1119401,1247866,1207907,1354273,1170748,1151934,1100684,1439449,1427487,1330984,1423408,1383127,"1494888,4","1529396,4","1490689,6",1648745,1777157,1566818,1639129,1943401,1976513,"1924191,2","1958238,1","1897684,1","1968161,48","2046143,4","1994345,17","2350163,92","2501217,98","2104086,77",2259900
584,SANTA MARIA,VILLA PQUE.SANTA ANA ,Municipio,-31.591400146484,-64.350700378418,,2499,131981,154866,140111,147869,159237,168942,162895,157777,158782,168824,162416,174998,172905,191912,182514,185093,221926,232300,218538,211451,222653,212635,226097,196816,254600,252314,247204,244368,301367,302434,288941,294800,300400,289468,322688,312355,350204,302746,297881,284628,372230,369136,344182,368082,357666,"386566,3","395489,8",385480,426352,459559,405167,423866,502548,511110,"497580,5","506384,5",490726,"508950,9","529116,15","515721,54","607733,7","646795,08","544099,85",584392
585,PUNILLA,VILLA PARQUE SIQUIMAN ,Comuna,-31.346740722656,-64.481666564941,,1303,36568,42909,38820,40969,44119,46808,45133,43715,43993,46775,45000,48486,47906,53172,50568,51283,61488,64363,60549,58586,61690,58914,62644,54532,70541,69908,77165,70517,86965,87273,"26320,26","26854,03","27364,11","83531,22","93117,46","90135,6",101058,87363,85959,82134,107414,106521,99320,106217,103211,"111550,6","114125,6","111237,1","123031,6","132613,8","116918,1",122314,145019,147490,"143585,74","146126,29","141607,74","146866,86","152685,9","148820,65","175372,4","186644,25","157009,71",168637
586,CALAMUCHITA,VILLA QUILLINZO ,Comuna,-32.234649658203,-64.514289855957,,94,11698,13727,12418,13106,14114,14974,14438,13984,14074,14964,14396,15511,15325,17010,16177,16406,19670,20590,19370,18742,19735,18847,20040,17445,22566,22364,23764,22260,27452,27549,"25311,35","25824,67","26315,19","26368,31","29394,4","28453,12",31901,27578,27135,25927,33907,33625,31352,33529,32581,"35213,2","36026,1","35114,2","38837,4","41862,2","36907,6",38611,45778,46558,"45325,74","46127,71","44701,34","46361,49","48198,38","46978,24","55359,83","58918,02","49563,28",53234
587,PTE.ROQUE SAENZ PEÑA,VILLA ROSSI ,Municipio,-34.298419952393,-63.266651153564,,512,84517,99171,89723,94691,101971,108185,104313,101036,101679,108110,104006,112064,110723,122895,116876,118528,142115,148758,139945,135407,142580,136165,144785,126035,163038,161574,161120,157399,194113,194800,186109,189883,193490,186449,207846,201190,225569,195001,191867,183331,239756,237763,221690,237084,230375,248990,"254737,7","248290,3",274616,296005,260971,273015,323695,329210,"320495,1","326165,8",316080,"327818,82","340807,4","332179,84","391445,51","416605,21","350458,5",376411
588,CALAMUCHITA,VILLA RUMIPAL ,Municipio,-32.190139770508,-64.478408813477,http://www.villarumipal.com/,2633,133118,156200,141318,149143,160609,170397,164299,159136,160149,170278,163815,176506,174395,193565,184086,186688,223838,234301,220420,213272,224571,214467,228044,198511,256793,254487,254065,248006,305854,306936,293243,299190,304872,293778,327493,317005,355418,307253,302316,288865,377772,374632,349306,373562,362991,"392321,6",401378,"391219,2",432700,466401,411199,430176,510030,518720,"504988,8","513923,8","498032,2","516528,4","536993,87","523399,84","616781,91","656424,86","552200,65",593092
589,SAN JUSTO,VILLA SAN ESTEBAN ,Comuna,-31.633100509644,-62.896381378174,,71,11237,13186,11930,12590,13558,14384,13869,13433,13519,14374,13828,14900,14722,16340,15540,15759,18895,19779,18607,18003,18957,18104,19250,16757,21677,21483,22901,21407,26400,26493,"76799,65","78357,15","79845,49","25357,57","28267,66","27362,46",30678,26521,26095,24934,32608,32337,30151,32244,31332,"33863,4","34645,1","33768,2","37348,7","40257,6","35492,8",37131,44023,44774,"43588,32","44359,55","42987,85","44584,36","46350,85","45177,48","53237,79","56659,59","47663,43",51193
590,SANTA MARIA,VILLA SAN ISIDRO ,Comuna,-31.825939178467,-64.384170532227,,1103,33794,39653,35875,37862,40773,43258,41709,40399,40656,43227,41587,44808,44273,49139,46733,47393,56824,59481,55957,54142,57010,54445,57892,50395,65190,64605,70647,64952,80103,80386,"42529,14","43391,63","44215,83","76939,87","85769,67","83023,11",93083,80469,79176,75653,98938,98115,91483,97835,95067,"102748,3","105120,1","102459,5","113323,3","122149,4","107692,2",112662,133576,135852,"132255,56","134595,64","130433,65","135277,77","140637,64","137077,39","161533,97","171916,38","144620,27",155330
591,PUNILLA,VILLA SANTA CRUZ DEL LAGO ,Municipio,-31.370559692383,-64.517463684082,,2159,123646,145086,131263,138531,149181,158273,152609,147813,148754,158162,152159,163947,161986,179792,170988,173405,207912,217630,204737,198098,208592,199207,211818,184387,238522,236380,217615,224406,276750,277729,265338,270719,275861,265823,296329,286840,321597,278015,273548,261378,341824,338983,316067,338015,328449,354989,"363183,5","353991,4",391525,422019,372070,389242,461497,469360,"456934,9","465019,7","450640,3","467376,44","485894,46","473594,01","558090,01","593960,59","499654,19",536655
592,GENERAL ROCA,VILLA SARMIENTO ,Comuna,-34.121608734131,-64.722602844238,,5033,18767,22021,19923,21027,22643,24023,23163,22435,22578,24006,23095,24884,24586,27289,25953,26320,31557,33032,31075,30067,31660,30236,32150,27986,36203,35878,38918,35969,44358,44515,"48646,93","49633,49","50576,25","42606,79","47496,45","45975,49",51546,44561,43845,41894,54788,54333,50660,54178,52645,"56898,6","58212,1","56738,7","62754,7","67642,4","59636,4",62389,73970,75230,"73238,81","74534,67","72229,9","74912,42","77880,54","75908,98","89452,24","95201,68","80086,99",86018
593,SAN ALBERTO,VILLA SARMIENTO ,Municipio,-31.935039520264,-65.191841125488,,407,190781,223860,202533,213747,230179,244208,235468,228069,229521,244037,234774,252963,249937,277411,263826,267555,320798,335793,315899,305655,321848,307367,326826,284501,368028,364723,373563,358496,442115,443679,423885,432481,440696,424659,473394,458235,513760,444137,437000,417558,546073,541535,504926,539988,524707,"567104,8","580195,8","565511,1",625472,674187,594392,621824,737254,749815,"729966,2","742881,9","719910,4","746646,88","776229,93","756579,62","891564,33","948868,59","798212,48",857321
594,TULUMBA,VILLA TULUMBA ,Municipio,-30.395820617676,-64.122993469238,,1607,112940,132523,119897,126536,136263,144568,139394,135014,135874,144467,138983,149751,147960,164224,156182,158390,189908,198785,187009,180944,190530,181958,193477,168421,217868,215912,238448,217832,268642,269592,257565,262788,267779,258035,287648,278436,312175,269871,265534,253720,331809,329052,306807,328112,318827,344589,"352543,5","343620,6",380055,409655,361170,377838,447976,455609,"443548,2","451396,1",437438,"453683,84","471659,34","459719,25","541739,79","576559,49","485015,95",520932
595,GENERAL ROCA,VILLA VALERIA ,Municipio,-34.341308593750,-64.920440673828,,3002,147443,173009,156525,165193,177892,188734,181979,176261,177383,188602,181443,195500,193162,214395,203896,206778,247926,259515,244140,236223,248738,237546,252585,219874,284427,281873,265977,269695,332602,333779,318887,325354,331534,319470,356133,344728,386500,334123,328754,314128,410809,407395,379854,406231,394735,"426631,2","436479,6","425432,3",470541,507189,447160,467796,554634,564083,"549151,4","558867,8","541586,4","561700,19","583955,43","569172,55","670721,14","713830,97","600492,08",644960
596,CALAMUCHITA,VILLA YACANTO ,Municipio,-32.103660583496,-64.754272460938,http://www.villayacanto.gov.ar/,1610,109613,128618,116365,122808,132249,140309,135287,131037,131871,140211,134889,145339,143601,159386,151581,153723,184314,192929,181499,175614,184917,176597,187777,163459,211450,209551,207978,203817,251358,252247,240993,245881,250551,241433,269141,260522,292091,252508,248450,237396,310462,307881,287068,307002,298314,"322418,9","329861,6","321512,8",355603,383299,337933,353529,419155,426296,"415011,3","422354,3","409294,2","424494,8","441313,79","430141,9","506885,42","539464,89","453811,07",487417
