DEPARTAMENTO ,MUNICIPIOS ,"","",04- ABRIL ,TOTAL ABRIL ,"",05- MAYO ,TOTAL MAYO ,"",06-JUNIO ,TOTAL JUNIO , TOTAL 
"","","",1° ,2° ,"",1° ,2° ,"",1° ,2° ,"",GENERAL 
CALAMUCHITA,"","","","","","","","","","","",""
"",SEBASTIAN EL CANO ,151.924 ,288.938 ,440.862 ,194.936 ,327.763 ,522.699 ,194.295 ,337.310 ,531.605 ,1.495.166
"",VILLA DE MARIA ,222.697 ,423.537 ,646.234 ,285.746 ,480.449 ,766.195 ,284.806 ,494.444 ,779.249 ,2.191.678
Total RIO SECO ,"",374.621 ,712.475 ,1.087.096 ,480.682 ,808.212 ,1.288.894 ,479.100 ,831.754 ,1.310.854 ,3.686.844
RIO SEGUNDO,"","","","","","","","","","",""
"",CALCHIN ,1 37.779 ,262.036 ,399.815 ,176.786 ,297.246 ,474.033 ,176.205 ,305.904 ,482.109 ,1.355.957
"",CALCHIN OESTE ,1 01.464 ,192.970 ,294.434 ,130.190 ,218.900 ,349.091 ,129.762 ,225.276 ,355.038 ,998.563
"",CAPILLA DEL CARMEN ,8 ,9.609 170.423 ,260.031 ,114.978 ,193.323 ,308.301 ,114.600 ,198.954 ,313.554 ,881.887
"",CARRILOBO ,1 26.028 ,239.686 ,365.714 ,161.708 ,271.893 ,433.601 ,161.176 ,279.813 ,440.989 ,1.240.304
"",COLAZO ,120.629 ,229.419 ,350.047 ,154.781 ,260.246 ,415.027 ,154.271 ,267.827 ,422.098 ,1.187.172
"",COSTASACATE ,115.360 ,219.398 ,334.757 ,148.020 ,248.879 ,396.899 ,147.533 ,256.128 ,403.661 ,1.135.317
"",LAGUNA LARGA ,2 73.640 ,520.423 ,794.063 ,351.111 ,590.354 ,941.466 ,349.956 ,607.550 ,957.506 ,2.693.035
"",LAS JUNTURAS ,1 24.272 ,236.346 ,360.618 ,159.455 ,268.105 ,427.560 ,158.930 ,275.914 ,434.844 ,1.223.022
"",LUQUE ,2 36.188 ,449.195 ,685.382 ,303.056 ,509.554 ,812.610 ,302.059 ,524.396 ,826.455 ,2.324.448
"",MANFREDI ,1 04.435 ,198.620 ,303.055 ,134.002 ,225.309 ,359.311 ,133.561 ,231.872 ,365.433 ,1.027.798
"",MATORRALES ,1 06.708 ,202.942 ,309.650 ,136.918 ,230.212 ,367.130 ,136.467 ,236.918 ,373.385 ,1.050.165
"",ONCATIVO ,407.227 ,774.486 ,1.181.713 ,522.519 ,878.557 ,1.401.076 ,520.800 ,904.147 ,1.424.947 ,4.007.735
"",PILAR ,4 32.100 ,821.791 ,1.253.891 ,554.434 ,932.218 ,1.486.652 ,552.610 ,959.372 ,1.511.981 ,4.252.525
"",POZO DEL MOLLE ,230.221 ,437.846 ,668.067 ,295.400 ,496.681 ,792.081 ,294.428 ,511.148 ,805.576 ,2.265.725
DEPARTAMENTO ,MUNICIPIOS ,"","",04- ABRIL ,TOTAL ABRIL ,"",05- MAYO ,TOTAL MAYO ,"",06-JUNIO ,TOTAL JUNIO , TOTAL 
"","","",1° ,2° ,"",1° ,2° ,"",1° ,2° ,"",GENERAL 
"",RIO SEGUNDO ,"",584.516 ,1.111.666 ,1.696.182 ,750.001 ,1.261.043 ,2.011.044 ,747.534 ,1.297.775 ,2.045.308 ,5.752.534
"",SANTIAGO TEMPLE ,"",150.074 ,285.419 ,435.493 ,192.562 ,323.772 ,516.334 ,191.929 ,333.203 ,525.131 ,1.476.959
"",VILLA DEL ROSARIO ,"",469.578 ,893.069 ,1.362.647 ,602.522 ,1.013.074 ,1.615.596 ,600.540 ,1.042.582 ,1.643.122 ,4.621.365
Total RIO SEGUNDO ,"",3 ,.809.826 ,7.245.735 ,11.055.560 ,4.888.444 ,8.219.367 ,13.107.811 ,4.872.359 ,8.458.779 ,13.331.138 ,37.494.510
SAN ALBERTO,"","","","","","","","","","","",""
"",MINA CLAVERO ,"",3 28.658 ,625.060 ,953.718 ,421.706 ,709.051 ,1.130.757 ,420.318 ,729.704 ,1.150.023 ,3.234.498
"",NONO ,"",1 37.501 ,261.507 ,399.008 ,176.430 ,296.646 ,473.076 ,175.849 ,305.287 ,481.136 ,1.353.220
"",SAN PEDRO ,"",2 09.997 ,399.384 ,609.381 ,269.450 ,453.050 ,722.501 ,268.564 ,466.247 ,734.810 ,2.066.692
"",VILLA CURA BROCHERO ,"",2 34.230 ,445.471 ,679.701 ,300.544 ,505.330 ,805.874 ,299.555 ,520.049 ,819.604 ,2.305.178
"",VILLA SARMIENTO ,"",214.285 ,407.539 ,621.824 ,274.952 ,462.301 ,737.254 ,274.048 ,475.767 ,749.815 ,2.108.893
Total SAN ALBERTO ,"",1 ,.124.671 ,2.138.960 ,3.263.631 ,1.443.082 ,2.426.380 ,3.869.461 ,1.438.334 ,2.497.054 ,3.935.388 ,11.068.481
SAN JAVIER,"","","","","","","","","","","",""
"",LA PAZ ,"",164.873 ,313.565 ,478.439 ,211.552 ,355.700 ,567.252 ,210.856 ,366.061 ,576.916 ,1.622.607
"",LAS TAPIAS ,"",130.418 ,248.035 ,378.453 ,167.341 ,281.364 ,448.705 ,166.790 ,289.560 ,456.350 ,1.283.508
"",LOS CERRILLOS ,"",1 42.644 ,271.289 ,413.933 ,183.029 ,307.743 ,490.772 ,182.427 ,316.706 ,499.133 ,1.403.837
"",SAN JAVIER Y YACANTO ,"",121.141 ,230.392 ,351.532 ,155.437 ,261.350 ,416.788 ,154.926 ,268.963 ,423.889 ,1.192.209
"",SAN JOSE ,"",137.268 ,261.064 ,398.333 ,176.131 ,296.144 ,472.276 ,175.552 ,304.770 ,480.322 ,1.350.930
"",VILLA DE LAS ROSAS ,"",181.751 ,345.665 ,527.416 ,233.208 ,392.113 ,625.321 ,232.441 ,403.534 ,635.975 ,1.788.713
"",VILLA DOLORES ,"",8 67.423 ,1.649.712 ,2.517.135 ,1.113.003 ,1.871.390 ,2.984.393 ,1.109.341 ,1.925.899 ,3.035.240 ,8.536.769
Total SAN JAVIER ,"",1 ,.745.519 ,3.319.722 ,5.065.241 ,2.239.701 ,3.765.805 ,6.005.506 ,2.232.332 ,3.875.494 ,6.107.825 ,17.178.572
SAN JUSTO,"","","","","","","","","","","",""
"",ALICIA ,"",1 65.962 ,315.636 ,481.598 ,212.949 ,358.049 ,570.998 ,212.248 ,368.478 ,580.726 ,1.633.323
"",ALTOS DE CHIPION ,"",127.741 ,242.945 ,370.686 ,163.906 ,275.590 ,439.496 ,163.367 ,283.617 ,446.984 ,1.257.166
"",ARROYITO ,"",661.152 ,1.257.415 ,1.918.566 ,848.334 ,1.426.378 ,2.274.711 ,845.542 ,1.467.925 ,2.313.468 ,6.506.745
"",BALNEARIA ,"",2 45.660 ,467.209 ,712.868 ,315.209 ,529.989 ,845.199 ,314.172 ,545.427 ,859.599 ,2.417.666
"",BRINCKMAN ,"",3 49.993 ,665.637 ,1.015.630 ,449.082 ,755.080 ,1.204.162 ,447.604 ,777.074 ,1.224.678 ,3.444.470
"",COLONIA MARINA ,"",1 10.739 ,210.610 ,321.349 ,142.091 ,238.910 ,381.001 ,141.624 ,245.869 ,387.493 ,1.089.843
"",COLONIA PROSPERIDAD ,"",8 ,9.494 170.204 ,259.698 ,114.831 ,193.075 ,307.906 ,114.453 ,198.699 ,313.152 ,880.757
"",COLONIA SAN BARTOLOME ,"",113.916 ,216.651 ,330.567 ,146.167 ,245.763 ,391.930 ,145.686 ,252.922 ,398.607 ,1.121.104
"",COLONIA VIGNAUD ,"",1 04.627 ,198.985 ,303.612 ,134.248 ,225.723 ,359.972 ,133.807 ,232.298 ,366.105 ,1.029.688
"",DEVOTO ,"",241.790 ,459.850 ,701.640 ,310.245 ,521.641 ,831.886 ,309.224 ,536.836 ,846.059 ,2.379.586
"",EL ARAÑADO ,"",1 26.540 ,240.661 ,367.201 ,162.366 ,273.000 ,435.365 ,161.831 ,280.951 ,442.783 ,1.245.350
"",EL FORTIN ,"",117.198 ,222.894 ,340.092 ,150.379 ,252.845 ,403.223 ,149.884 ,260.209 ,410.093 ,1.153.408
"",EL TIO ,"",128.195 ,243.809 ,372.004 ,164.489 ,276.570 ,441.060 ,163.948 ,284.626 ,448.574 ,1.261.638
"",FREYRE ,"",2 56.523 ,487.870 ,744.393 ,329.149 ,553.427 ,882.575 ,328.066 ,569.548 ,897.613 ,2.524.582
"",LA FRANCIA ,"",1 82.937 ,347.920 ,530.858 ,234.730 ,394.671 ,629.401 ,233.957 ,406.167 ,640.125 ,1.800.383
"",LA PAQUITA ,"",103.933 ,197.665 ,301.598 ,133.358 ,224.226 ,357.584 ,132.919 ,230.757 ,363.677 ,1.022.859
"",LA TORDILLA ,"",1 13.675 ,216.194 ,329.869 ,145.858 ,245.244 ,391.102 ,145.378 ,252.388 ,397.766 ,1.118.737
"",LAS VARAS ,"",1 14.929 ,218.579 ,333.508 ,147.467 ,247.950 ,395.417 ,146.982 ,255.172 ,402.154 ,1.131.080
"",LAS VARILLAS ,"",5 17.957 ,985.079 ,1.503.036 ,664.599 ,1.117.449 ,1.782.047 ,662.412 ,1.149.997 ,1.812.409 ,5.097.493
"",LASPIUR ,"",1 44.663 ,275.127 ,419.790 ,185.619 ,312.097 ,497.716 ,185.008 ,321.188 ,506.195 ,1.423.701
"",MARULL ,"",1 27.581 ,242.640 ,370.220 ,163.701 ,275.244 ,438.945 ,163.162 ,283.261 ,446.423 ,1.255.588
"",MIRAMAR ,"",1 38.711 ,263.807 ,402.518 ,177.982 ,299.256 ,477.238 ,177.396 ,307.973 ,485.369 ,1.365.124
"",MORTEROS ,"",526.631 ,1.001.576 ,1.528.207 ,675.728 ,1.136.161 ,1.811.890 ,673.505 ,1.169.256 ,1.842.761 ,5.182.858
"",PORTEÑA ,"",2 27.564 ,432.794 ,660.358 ,291.991 ,490.950 ,782.940 ,291.030 ,505.250 ,796.280 ,2.239.578
"",QUEBRACHO HERRADO ,"",8 ,9.601 170.408 ,260.009 ,114.968 ,193.306 ,308.274 ,114.590 ,198.936 ,313.526 ,881.809
"",SACANTA ,"",1 59.609 ,303.554 ,463.163 ,204.797 ,344.343 ,549.141 ,204.123 ,354.373 ,558.497 ,1.570.800
"",SAN FRANCISCO ,1 ,.718.206 ,3.267.777 ,4.985.983 ,2.204.655 ,3.706.879 ,5.911.534 ,2.197.401 ,3.814.853 ,6.012.254 ,16.909.770
"",SEEBER ,"",1 00.063 ,190.305 ,290.367 ,128.392 ,215.876 ,344.268 ,127.969 ,222.164 ,350.134 ,984.769
"",TRANSITO ,"",1 61.158 ,306.498 ,467.656 ,206.784 ,347.683 ,554.467 ,206.103 ,357.811 ,563.914 ,1.586.036
"",VILLA CONCEPCION DEL TIO ,"",1 26.540 ,240.661 ,367.201 ,162.366 ,273.000 ,435.365 ,161.831 ,280.951 ,442.783 ,1.245.350
Total SAN JUSTO ,"",7 ,.393.288 ,14.060.957 ,21.454.245 ,9.486.437 ,15.950.377 ,25.436.814 ,9.455.224 ,16.414.976 ,25.870.201 ,72.761.260
SANTA MARIA,"","","","","","","","","","","",""
"",ALTA GRACIA ,1.314.221 ,"",2.499.459 ,3.813.680 ,1.686.297 ,2.835.318 ,4.521.616 ,1.680.749 ,2.917.905 ,4.598.654 ,12.933.950
"",BOWER ,"",1 34.138 ,255.112 ,389.250 ,172.115 ,289.392 ,461.507 ,171.549 ,297.821 ,469.370 ,1.320.127
"",DESPEÑADEROS ,"",2 48.806 ,473.193 ,722.000 ,319.247 ,536.778 ,856.025 ,318.197 ,552.413 ,870.610 ,2.448.635
"",LOZADA ,"",1 09.727 ,208.684 ,318.411 ,140.792 ,236.726 ,377.517 ,140.329 ,243.621 ,383.949 ,1.079.877
"",MALAGUEÑO ,"",4 14.860 ,789.003 ,1.203.862 ,5 32.313 ,895.024 ,1.427.336 ,5 30.561 ,921.095 ,1.451.656 ,4.082.855
"",MONTE RALO ,"",9 ,4.625 179.964 ,274.589 ,121.415 ,204.146 ,325.561 ,121.016 ,210.092 ,331.108 ,931.258
"",TOLEDO ,"",1 82.145 ,346.414 ,528.560 ,233.714 ,392.963 ,626.677 ,232.945 ,404.409 ,637.354 ,1.792.590
"",VILLA PQUE.SANTA ANA ,"",1 46.067 ,277.798 ,423.866 ,187.421 ,315.127 ,502.548 ,186.804 ,324.306 ,511.110 ,1.437.524
"",ANISACATE ,"",1 60.657 ,305.546 ,466.202 ,206.141 ,346.603 ,552.744 ,205.463 ,356.698 ,562.161 ,1.581.107
Total SANTA MARIA ,"",2 ,.805.247 ,5.335.173 ,8.140.420 ,3.599.454 ,6.052.077 ,9.651.531 ,3.587.611 ,6.228.361 ,9.815.972 ,27.607.922
SOBREMONTE,"","","","","","","","","","","",""
DEPARTAMENTO MUNICIPIOS ,"","",04- ABRIL ,"",TOTAL ABRIL ,"",05- MAYO ,"",TOTAL MAYO ,"",06-JUNIO ,"",TOTAL JUNIO , TOTAL 
"","",1° ,2° ,"","",1° ,2° ,"","",1° ,2° ,"","",GENERAL 
SAN FRANCISCO DEL CHAÑAR ,"",1 66.508 ,316.673 ,"",483.181 ,213.649 ,359.226 ,"",572.874 ,212.946 ,369.689 ,"",582.635 ,1.638.690
Total SOBREMONTE ,"",1 66.508 ,316.673 ,"",483.181 ,213.649 ,359.226 ,"",572.874 ,212.946 ,369.689 ,"",582.635 ,1.638.690
TERCERO ARRIBA,"","","","","","","","","","","","","",""
ALMAFUERTE ,"",3 66.276 ,696.603 ,"",1.062.878 ,469.974 ,790.208 ,"",1.260.181 ,468.427 ,813.225 ,"",1.281.652 ,3.604.712
COLONIA ALMADA ,"",9 ,3.053 176.974 ,"",270.028 ,119.398 ,200.755 ,"",320.153 ,119.005 ,206.602 ,"",325.608 ,915.788
CORRALITO ,"",1 28.608 ,244.594 ,"",373.202 ,165.019 ,277.461 ,"",442.480 ,164.476 ,285.543 ,"",450.018 ,1.265.700
DALMACIO VELEZ ,"",122.363 ,232.717 ,"",355.080 ,157.006 ,263.988 ,"",420.994 ,156.489 ,271.677 ,"",428.166 ,1.204.240
HERNANDO ,"",3 58.400 ,681.626 ,"",1.040.026 ,459.869 ,773.218 ,"",1.233.087 ,458.356 ,795.740 ,"",1.254.096 ,3.527.210
JAMES CRAIK ,"",2 08.561 ,396.652 ,"",605.213 ,267.607 ,449.952 ,"",717.559 ,266.727 ,463.058 ,"",729.785 ,2.052.557
LAS PERDICES ,"",2 12.257 ,403.682 ,"",615.939 ,272.350 ,457.926 ,"",730.276 ,271.454 ,471.264 ,"",742.718 ,2.088.932
LOS ZORROS ,"",9 ,8.686 187.686 ,"",286.372 ,126.625 ,212.906 ,"",339.531 ,126.208 ,219.107 ,"",345.316 ,971.218
OLIVA ,"",402.594 ,765.676 ,"",1.168.270 ,516.575 ,868.562 ,"",1.385.137 ,514.875 ,893.862 ,"",1.408.737 ,3.962.144
PAMPAYASTA SUD ,"",111.327 ,211.728 ,"",323.055 ,142.846 ,240.179 ,"",383.024 ,142.376 ,247.175 ,"",389.550 ,1.095.630
RIO TERCERO ,"",1.258.836 ,2.394.123 ,"",3.652.959 ,1.615.231 ,2.715.829 ,"",4.331.060 ,1.609.917 ,2.794.936 ,"",4.404.852 ,12.388.872
TANCACHA ,"",2 23.063 ,424.234 ,"",647.297 ,286.216 ,481.239 ,"",767.455 ,285.274 ,495.257 ,"",780.531 ,2.195.282
VILLA ASCASUBI ,"",1 41.606 ,269.314 ,"",410.920 ,181.697 ,305.502 ,"",487.199 ,181.099 ,314.401 ,"",495.500 ,1.393.618
Total TERCERO ARRIBA ,"",3 .725.630 ,7.085.608 ,"",10.811.238 ,4.780.412 ,8.037.725 ,"",12.818.136 ,4.764.683 ,8.271.845 ,"",13.036.528 ,36.665.902
TOTORAL,"","","","","","","","","","","","","",""
CAÑADA DE LUQUE ,"",1 14.389 ,217.551 ,"",331.940 ,146.774 ,246.784 ,"",393.558 ,146.291 ,253.972 ,"",400.263 ,1.125.761
LAS PEÑAS ,"",1 26.662 ,240.893 ,"",367.555 ,162.522 ,273.262 ,"",435.784 ,161.987 ,281.222 ,"",443.209 ,1.246.548
SARMIENTO ,"",117.805 ,224.048 ,"",341.852 ,151.157 ,254.154 ,"",405.311 ,150.660 ,261.556 ,"",412.216 ,1.159.379
SINSACATE ,"",1 17.437 ,223.347 ,"",340.784 ,150.685 ,253.359 ,"",404.044 ,150.189 ,260.739 ,"",410.928 ,1.155.755
VILLA DEL TOTORAL ,"",316.208 ,601.381 ,"",917.589 ,405.731 ,682.190 ,"",1.087.921 ,404.396 ,702.061 ,"",1.106.457 ,3.111.967
Total TOTORAL ,"",792.500 ,1.507.219 ,"",2.299.719 ,1.016.868 ,1.709.749 ,"",2.726.618 ,1.013.522 ,1.759.550 ,"",2.773.073 ,7.799.410
TULUMBA,"","","","","","","","","","","","","",""
LAS ARRIAS ,"",1 17.401 ,223.279 ,"",340.680 ,150.639 ,253.282 ,"",403.921 ,150.143 ,260.660 ,"",410.803 ,1.155.405
LUCIO V. MANSILLA ,"",106.989 ,203.477 ,"",310.465 ,137.279 ,230.819 ,"",368.097 ,136.827 ,237.542 ,"",374.369 ,1.052.932
SAN JOSE DE LA DORMIDA ,"",221.150 ,420.595 ,"",641.744 ,283.761 ,477.111 ,"",760.872 ,282.827 ,491.008 ,"",773.835 ,2.176.452
SAN JOSE DE LAS SALINAS ,"",104.688 ,199.102 ,"",303.790 ,134.327 ,225.856 ,"",360.183 ,133.885 ,232.434 ,"",366.319 ,1.030.292
SAN PEDRO NORTE ,"",1 09.724 ,208.678 ,"",318.402 ,140.788 ,236.719 ,"",377.507 ,140.325 ,243.614 ,"",383.939 ,1.079.848
VILLA TULUMBA ,"",1 30.206 ,247.632 ,"",377.838 ,167.069 ,280.907 ,"",447.976 ,166.519 ,289.090 ,"",455.609 ,1.281.423
Total TULUMBA ,"",7 90.157 ,1.502.763 ,"",2.292.920 ,1.013.862 ,1.704.695 ,"",2.718.557 ,1.010.526 ,1.754.348 ,"",2.764.874 ,7.776.351
UNION,"","","","","","","","","","","","","",""
ALTO ALEGRE ,"",106.095 ,201.777 ,"",307.872 ,136.132 ,228.890 ,"",365.022 ,135.684 ,235.557 ,"",371.241 ,1.044.135
BALLESTEROS ,"",1 81.702 ,345.571 ,"",527.273 ,233.145 ,392.006 ,"",625.151 ,232.377 ,403.424 ,"",635.802 ,1.788.225
BALLESTEROS SUR ,"",9 ,5.512 181.650 ,"",277.163 ,122.553 ,206.059 ,"",328.612 ,122.150 ,212.061 ,"",334.211 ,939.986
BELL VILLE ,"",9 59.703 ,1.825.216 ,"",2.784.920 ,1.231.410 ,2.070.477 ,"",3.301.886 ,1.227.358 ,2.130.786 ,"",3.358.144 ,9.444.949
BENJAMIN GOULD ,"",9 ,9.181 188.627 ,"",287.808 ,127.260 ,213.974 ,"",341.234 ,126.841 ,220.206 ,"",347.048 ,976.089
CANALS ,"",3 17.214 ,603.295 ,"",920.510 ,407.022 ,684.362 ,"",1.091.385 ,4 05.683 ,704.296 ,"",1.109.979 ,3.121.874
CHILIBROSTE ,"",9 ,5.406 181.449 ,"",276.855 ,122.417 ,205.831 ,"",328.248 ,122.014 ,211.826 ,"",333.841 ,938.944
CINTRA ,"",1 15.700 ,220.045 ,"",335.746 ,148.457 ,249.613 ,"",398.070 ,147.968 ,256.884 ,"",404.852 ,1.138.668
COLONIA BISMARCK ,"",9 ,0.683 172.465 ,"",263.148 ,116.356 ,195.640 ,"",311.996 ,115.974 ,201.339 ,"",317.312 ,892.457
IDIAZABAL ,"",1 22.483 ,232.945 ,"",355.427 ,157.160 ,264.246 ,"",421.406 ,156.642 ,271.943 ,"",428.585 ,1.205.418
JUSTINIANO POSSE ,"",2 95.257 ,561.536 ,"",856.794 ,378.849 ,636.992 ,"",1.015.841 ,3 77.603 ,655.546 ,"",1.033.149 ,2.905.783
LABORDE ,"",2 38.281 ,453.176 ,"",691.457 ,305.742 ,514.071 ,"",819.813 ,304.736 ,529.045 ,"",833.781 ,2.345.051
MONTE LEÑA ,"",9 ,3.216 177.283 ,"",270.499 ,119.607 ,201.105 ,"",320.711 ,119.213 ,206.963 ,"",326.176 ,917.386
MONTE MAIZ ,"",2 77.550 ,527.859 ,"",805.409 ,356.128 ,598.790 ,"",954.918 ,354.956 ,616.231 ,"",971.187 ,2.731.514
MORRISON ,"",1 67.082 ,317.765 ,"",484.847 ,214.385 ,360.464 ,"",574.850 ,213.680 ,370.964 ,"",584.644 ,1.644.341
NOETINGER ,"",2 10.875 ,401.054 ,"",611.929 ,270.577 ,454.945 ,"",725.521 ,269.687 ,468.196 ,"",737.883 ,2.075.333
ORDOÑEZ ,"",1 50.192 ,285.643 ,"",435.835 ,192.713 ,324.026 ,"",516.739 ,192.079 ,333.464 ,"",525.543 ,1.478.118
PASCANAS ,"",1 54.124 ,293.121 ,"",447.244 ,197.758 ,332.508 ,"",530.267 ,197.108 ,342.193 ,"",539.301 ,1.516.812
PUEBLO ITALIANO ,"",1 23.511 ,234.901 ,"",358.412 ,158.479 ,266.465 ,"",424.944 ,157.958 ,274.226 ,"",432.184 ,1.215.540
SAN ANTONIO DE LITIN ,"",1 14.671 ,218.087 ,"",332.758 ,147.136 ,247.393 ,"",394.528 ,146.652 ,254.598 ,"",401.250 ,1.128.537
SAN MARCOS SUD ,"",1 62.094 ,308.279 ,"",470.373 ,207.985 ,349.704 ,"",557.689 ,207.301 ,359.890 ,"",567.190 ,1.595.252
VIAMONTE ,"",1 27.233 ,241.979 ,"",369.212 ,163.255 ,274.495 ,"",437.749 ,162.718 ,282.490 ,"",445.207 ,1.252.169
WENCESLAO ESCALANTE ,"",1 19.738 ,227.724 ,"",347.462 ,153.638 ,258.324 ,"",411.962 ,153.132 ,265.849 ,"",418.981 ,1.178.405
Total UNION ,"",4 .417.503 ,8.401.448 ,"",12.818.952 ,5.668.164 ,9.530.379 ,"",15.198.544 ,5.649.514 ,9.807.977 ,"",15.457.492 ,43.474.987
Total general ,"",98.985.639 ,188.256.281 ,"",287.241.920 ,127.009.941 ,213.552.909 ,"",340.562.850 ,126.592.042 ,219.773.215 ,"",346.365.257 ,974.170.027
Importes brutos según Ley Provincial N° 8.663.,"","","","","","","","","","","","","",""
