TOTAL BRUTO ,"",MES ,QUINC.,"","","","","","","","",""
"","",04 - ABRIL ,"","",ABRIL ,05 - MAYO ,"",MAYO ,06 - JUNIO ,"",JUNIO ,Total general
DEPARTAMENTO ,M U N I C I P I O ,1ª ,2ª ,"","",1ª 2ª ,"","",1ª 2ª,"","",""
"",CARRILOBO ,59.094 ,101.105 ,"",160.199 ,83.283 108.795 ,"",192.078 ,67.292 133.765 ,"",201.056 ,553.333
"",COLAZO ,56.539 ,96.734 ,"",153.272 ,79.682 104.091 ,"",183.773 ,64.382 127.981 ,"",192.363 ,529.409
"",COSTASACATE ,54.068 ,92.507 ,"",146.576 ,76.200 99.543 ,"",175.744 ,61.569 122.390 ,"",183.959 ,506.279
"",LAGUNA LARGA ,128.331 ,219.566 ,"",347.897 ,180.861 236.266 ,"",417.127 ,146.134 290.491 ,"",436.625 ,1.201.649
"",LAS JUNTURAS ,58.294 ,99.738 ,"",158.032 ,82.156 107.324 ,"",189.480 ,66.381 131.956 ,"",198.337 ,545.850
"",LUQUE ,109.490 ,187.330 ,"",296.820 ,154.308 201.578 ,"",355.886 ,124.679 247.842 ,"",372.522 ,1.025.229
"",MANFREDI ,48.958 ,83.765 ,"",132.723 ,68.999 90.136 ,"",159.135 ,55.750 110.823 ,"",166.573 ,458.431
"",MATORRALES ,50.036 ,85.609 ,"",135.645 ,70.518 92.120 ,"",162.638 ,56.978 113.262 ,"",170.240 ,468.523
"",ONCATIVO ,190.873 ,326.571 ,"",517.443 ,269.004 351.409 ,"",620.413 ,217.352 432.061 ,"",649.413 ,1.787.269
"",PILAR ,202.412 ,346.314 ,"",548.726 ,285.267 372.654 ,"",657.921 ,230.492 458.182 ,"",688.674 ,1.895.321
"",POZO DEL MOLLE ,107.710 ,184.284 ,"",291.994 ,151.799 198.301 ,"",350.100 ,122.652 243.813 ,"",366.465 ,1.008.559
"",RIO SEGUNDO ,274.471 ,469.603 ,"",744.075 ,386.822 505.321 ,"",892.143 ,312.548 621.295 ,"",933.843 ,2.570.061
"",SANTIAGO TEMPLE ,70.306 ,120.289 ,"",190.595 ,99.085 129.438 ,"",228.523 ,80.059 159.145 ,"",239.205 ,658.323
"",VILLA DEL ROSARIO ,218.905 ,374.531 ,"",593.436 ,308.510 403.018 ,"",711.527 ,249.273 495.514 ,"",744.787 ,2.049.750
Total RIO SEGUNDO ,"",1.783.144 ,3.050.843 ,"",4.833.987 ,2.513.047 3.282.885 ,"",5.795.932 ,2.030.515 4.036.337 ,"",6.066.853 ,16.696.772
SAN ALBERTO,"","","","","","","","","","","",""
"",MINA CLAVERO ,146.691 ,250.978 ,"",397.669 ,206.736 270.067 ,"",476.803 ,167.041 332.050 ,"",499.091 ,1.373.563
"",NONO ,62.996 ,107.782 ,"",170.778 ,88.782 115.979 ,"",204.762 ,71.735 142.598 ,"",214.333 ,589.872
"",SAN PEDRO ,96.240 ,164.661 ,"",260.901 ,135.635 177.185 ,"",312.820 ,109.592 217.850 ,"",327.442 ,901.163
"",VILLA CURA BROCHERO ,106.654 ,182.477 ,"",289.131 ,150.311 196.356 ,"",346.667 ,121.449 241.422 ,"",362.871 ,998.670
"",VILLA SARMIENTO ,98.695 ,168.860 ,"",267.555 ,139.094 181.704 ,"",320.798 ,112.387 223.406 ,"",335.793 ,924.146
Total SAN ALBERTO ,"",511.275 ,874.759 ,"",1.386.034 ,720.558 941.291 ,"",1.661.850 ,582.203 1.157.327 ,"",1.739.530 ,4.787.414
SAN JAVIER,"","","","","","","","","","","",""
"",LA PAZ ,77.286 ,132.231 ,"",209.517 ,108.922 142.289 ,"",251.211 ,88.008 174.945 ,"",262.953 ,723.681
"",LAS TAPIAS ,61.227 ,104.756 ,"",165.983 ,86.290 112.723 ,"",199.013 ,69.721 138.594 ,"",208.315 ,573.310
"",LOS CERRILLOS ,67.163 ,114.911 ,"",182.074 ,94.655 123.651 ,"",218.306 ,76.480 152.030 ,"",228.511 ,628.891
"",SAN JAVIER Y YACANTO ,56.805 ,97.189 ,"",153.994 ,80.057 104.581 ,"",184.638 ,64.685 128.584 ,"",193.269 ,531.902
"",SAN JOSE ,64.230 ,109.894 ,"",174.124 ,90.522 118.252 ,"",208.774 ,73.141 145.392 ,"",218.533 ,601.431
"",VILLA DE LAS ROSAS ,84.419 ,144.434 ,"",228.853 ,118.974 155.420 ,"",274.394 ,96.130 191.090 ,"",287.220 ,790.467
"",VILLA DOLORES ,403.549 ,690.446 ,"",1.093.995 ,568.736 742.960 ,"",1.311.696 ,459.532 913.476 ,"",1.373.009 ,3.778.699
Total SAN JAVIER ,"",814.679 ,1.393.861 ,"",2.208.540 ,1.148.155 1.499.876 ,"",2.648.031 ,927.697 1.844.112 ,"",2.771.809 ,7.628.381
SAN JUSTO,"","","","","","","","","","","",""
"",ALICIA ,77.037 ,131.805 ,"",208.842 ,108.571 141.830 ,"",250.401 ,87.724 174.381 ,"",262.105 ,721.348
"",ALTOS DE CHIPION ,59.902 ,102.489 ,"",162.391 ,84.423 110.284 ,"",194.707 ,68.213 135.596 ,"",203.808 ,560.906
"",ARROYITO ,305.752 ,523.122 ,"",828.874 ,430.907 562.910 ,"",993.817 ,348.169 692.103 ,"",1.040.272 ,2.862.963
"",BALNEARIA ,115.022 ,196.796 ,"",311.818 ,162.105 211.764 ,"",373.869 ,130.979 260.365 ,"",391.345 ,1.077.031
"",BRINCKMAN ,163.409 ,279.582 ,"",442.992 ,230.298 300.847 ,"",531.145 ,186.079 369.894 ,"",555.973 ,1.530.110
TOTAL BRUTO ,"",MES ,QUINC.,"","","","","","","","",""
"","",04 - ABRIL ,"","",ABRIL ,05 - MAYO ,"",MAYO ,06 - JUNIO ,"",JUNIO ,Total general
DEPARTAMENTO ,M U N I C I P I O ,1ª ,2ª ,"","",1ª 2ª ,"","",1ª 2ª,"","",""
"",COLONIA MARINA ,51.868 ,88.742 ,"",140.610 ,73.099 95.492 ,"",168.591 ,59.063 117.408 ,"",176.471 ,485.671
"",COLONIA PROSPERIDAD ,41.492 ,70.989 ,"",112.481 ,58.476 76.389 ,"",134.864 ,47.248 93.921 ,"",141.168 ,388.514
"",COLONIA SAN BARTOLOME ,53.432 ,91.418 ,"",144.850 ,75.303 98.372 ,"",173.675 ,60.844 120.949 ,"",181.793 ,500.318
"",COLONIA VIGNAUD ,48.726 ,83.367 ,"",132.093 ,68.671 89.707 ,"",158.379 ,55.485 110.296 ,"",165.782 ,456.253
"",DEVOTO ,113.320 ,193.884 ,"",307.204 ,159.706 208.630 ,"",368.337 ,129.041 256.513 ,"",385.554 ,1.061.095
"",EL ARAÑADO ,57.525 ,98.421 ,"",155.946 ,81.072 105.907 ,"",186.979 ,65.505 130.213 ,"",195.719 ,538.643
"",EL FORTIN ,54.946 ,94.010 ,"",148.956 ,77.438 101.160 ,"",178.597 ,62.569 124.377 ,"",186.946 ,514.499
"",EL TIO ,60.153 ,102.918 ,"",163.071 ,84.776 110.746 ,"",195.521 ,68.498 136.163 ,"",204.661 ,563.253
"",FREYRE ,120.104 ,205.490 ,"",325.595 ,169.267 221.120 ,"",390.387 ,136.766 271.869 ,"",408.635 ,1.124.616
"",LA FRANCIA ,85.685 ,146.602 ,"",232.287 ,120.759 157.752 ,"",278.511 ,97.572 193.958 ,"",291.530 ,802.327
"",LA PAQUITA ,48.288 ,82.617 ,"",130.905 ,68.054 88.901 ,"",156.955 ,54.987 109.305 ,"",164.291 ,452.151
"",LA TORDILLA ,53.244 ,91.098 ,"",144.342 ,75.039 98.026 ,"",173.066 ,60.631 120.524 ,"",181.155 ,498.563
"",LAS VARAS ,53.732 ,91.932 ,"",145.664 ,75.727 98.924 ,"",174.651 ,61.186 121.628 ,"",182.815 ,503.130
"",LAS VARILLAS ,241.971 ,413.997 ,"",655.968 ,341.018 445.485 ,"",786.503 ,275.539 547.729 ,"",823.268 ,2.265.739
"",LASPIUR ,67.825 ,116.045 ,"",183.870 ,95.588 124.871 ,"",220.459 ,77.234 153.530 ,"",230.764 ,635.093
"",MARULL ,59.827 ,102.361 ,"",162.188 ,84.317 110.146 ,"",194.463 ,68.127 135.426 ,"",203.553 ,560.203
"",MIRAMAR ,64.984 ,111.184 ,"",176.168 ,91.585 119.640 ,"",211.225 ,73.999 147.099 ,"",221.098 ,608.491
"",MORTEROS ,246.940 ,422.498 ,"",669.438 ,348.021 454.633 ,"",802.654 ,281.198 558.976 ,"",840.174 ,2.312.267
"",PORTEÑA ,106.637 ,182.449 ,"",289.086 ,150.287 196.326 ,"",346.613 ,121.431 241.384 ,"",362.815 ,998.514
"",QUEBRACHO HERRADO ,42.018 ,71.889 ,"",113.907 ,59.217 77.357 ,"",136.574 ,47.847 95.111 ,"",142.958 ,393.439
"",SACANTA ,74.721 ,127.843 ,"",202.565 ,105.307 137.567 ,"",242.874 ,85.087 169.140 ,"",254.227 ,699.666
"",SAN FRANCISCO ,804.360 ,1.376.208 ,"",2.180.569 ,1.133.613 1.480.880 ,"",2.614.493 ,915.947 1.820.756 ,"",2.736.704 ,7.531.765
"",SEEBER ,46.924 ,80.283 ,"",127.207 ,66.131 86.389 ,"",152.520 ,53.433 106.216 ,"",159.650 ,439.376
"",TRANSITO ,75.535 ,129.235 ,"",204.770 ,106.454 139.065 ,"",245.518 ,86.014 170.981 ,"",256.995 ,707.283
"",VILLA CONCEPCION DEL TIO ,59.402 ,101.633 ,"",161.035 ,83.718 109.363 ,"",193.081 ,67.643 134.463 ,"",202.106 ,556.222
Total SAN JUSTO ,"",3.454.784 ,5.910.907 ,"",9.365.691 ,4.868.947 6.360.481 ,"",11.229.428 ,3.934.057 7.820.275 ,"",11.754.332 ,32.349.451
SANTA MARIA,"","","","","","","","","","","",""
"",ALTA GRACIA ,612.032 ,1.047.146 ,"",1.659.178 ,862.558 1.126.791 ,"",1.989.349 ,696.938 1.385.401 ,"",2.082.339 ,5.730.866
"",DESPEÑADEROS ,117.474 ,200.991 ,"",318.465 ,165.560 216.278 ,"",381.838 ,133.771 265.915 ,"",399.686 ,1.099.989
"",LOZADA ,51.323 ,87.810 ,"",139.133 ,72.331 94.489 ,"",166.819 ,58.443 116.175 ,"",174.617 ,480.569
"",MALAGUEÑO ,190.175 ,325.378 ,"",515.553 ,268.020 350.124 ,"",618.144 ,216.557 430.482 ,"",647.040 ,1.780.737
"",MONTE RALO ,44.615 ,76.332 ,"",120.947 ,62.877 82.138 ,"",145.015 ,50.804 100.990 ,"",151.794 ,417.756
"",TOLEDO ,84.888 ,145.238 ,"",230.125 ,119.635 156.284 ,"",275.919 ,96.664 192.153 ,"",288.817 ,794.862
"",VILLA PQUE.SANTA ANA ,68.277 ,116.817 ,"",185.093 ,96.225 125.702 ,"",221.926 ,77.748 154.551 ,"",232.300 ,639.320
"",ANISACATE ,74.568 ,127.582 ,"",202.150 ,105.092 137.285 ,"",242.377 ,84.913 168.794 ,"",253.707 ,698.235
Total SANTA MARIA ,"",1.243.351 ,2.127.293 ,"",3.370.644 ,1.752.298 2.289.090 ,"",4.041.389 ,1.415.838 2.814.461 ,"",4.230.299 ,11.642.332
SOBREMONTE,"","","","","","","","","","","",""
"",SAN FRANCISCO DEL CHAÑAR ,78.938 ,135.057 ,"",213.995 ,111.250 145.330 ,"",256.579 ,89.889 178.684 ,"",268.573 ,739.147
Total SOBREMONTE ,"",78.938 ,135.057 ,"",213.995 ,111.250 145.330 ,"",256.579 ,89.889 178.684 ,"",268.573 ,739.147
TERCERO ARRIBA,"","","","","","","","","","","",""
"",ALMAFUERTE ,172.621 ,295.344 ,"",467.965 ,243.281 317.807 ,"",561.088 ,196.569 390.747 ,"",587.315 ,1.616.369
"",COLONIA ALMADA ,43.616 ,74.625 ,"",118.241 ,61.470 80.301 ,"",141.771 ,49.667 98.730 ,"",148.398 ,408.409
"",CORRALITO ,59.745 ,102.220 ,"",161.964 ,84.201 109.994 ,"",194.195 ,68.033 135.239 ,"",203.272 ,559.431
"",DALMACIO VELEZ ,56.833 ,97.237 ,"",154.070 ,80.097 104.633 ,"",184.730 ,64.717 128.647 ,"",193.365 ,532.165
"",HERNANDO ,167.948 ,287.348 ,"",455.296 ,236.695 309.203 ,"",545.898 ,191.247 380.168 ,"",571.415 ,1.572.610
"",JAMES CRAIK ,96.771 ,165.570 ,"",262.341 ,136.383 178.162 ,"",314.546 ,110.196 219.052 ,"",329.249 ,906.135
"",LAS PERDICES ,98.736 ,168.931 ,"",267.668 ,139.153 181.780 ,"",320.933 ,112.434 223.500 ,"",335.934 ,924.534
"",LOS ZORROS ,46.300 ,79.217 ,"",125.517 ,65.253 85.242 ,"",150.495 ,52.723 104.806 ,"",157.529 ,433.541
"",OLIVA ,188.151 ,321.914 ,"",510.065 ,265.168 346.398 ,"",611.566 ,214.253 425.900 ,"",640.153 ,1.761.784
"",PAMPAYASTA SUD ,52.232 ,89.365 ,"",141.596 ,73.612 96.162 ,"",169.773 ,59.477 118.232 ,"",177.709 ,489.079
"",RIO TERCERO ,590.839 ,1.010.887 ,"",1.601.726 ,832.690 1.087.773 ,"",1.920.464 ,672.805 1.337.429 ,"",2.010.233 ,5.532.423
"",TANCACHA ,104.560 ,178.895 ,"",283.455 ,147.360 192.501 ,"",339.861 ,119.065 236.682 ,"",355.747 ,979.063
"",VILLA ASCASUBI ,66.395 ,113.598 ,"",179.993 ,93.573 122.238 ,"",215.811 ,75.606 150.292 ,"",225.898 ,621.701
Total TERCERO ARRIBA ,"",1.744.748 ,2.985.149 ,"",4.729.897 ,2.458.935 3.212.194 ,"",5.671.129 ,1.986.793 3.949.425 ,"",5.936.218 ,16.337.244
TOTAL BRUTO ,"",MES ,QUINC.,"","","","","","","","",""
"","",04 - ABRIL ,"","",ABRIL ,05 - MAYO ,"",MAYO ,06 - JUNIO ,"",JUNIO ,Total general
DEPARTAMENTO M U N I C I P I O ,"",1ª ,2ª ,"","",1ª 2ª ,"","",1ª 2ª,"","",""
TOTORAL,"","","","","","","","","","","",""
CANALS ,"",147.734 ,252.763 ,"",400.497 ,208.207 271.988 ,"",480.194 ,168.229 334.412 ,"",502.640 ,1.383.332
LAS PEÑAS ,"",57.061 ,97.628 ,"",154.690 ,80.419 105.054 ,"",185.472 ,64.977 129.165 ,"",194.142 ,534.304
SARMIENTO ,"",55.427 ,94.832 ,"",150.259 ,78.115 102.045 ,"",180.161 ,63.116 125.465 ,"",188.582 ,519.002
SINSACATE ,"",55.348 ,94.697 ,"",150.046 ,78.004 101.900 ,"",179.905 ,63.027 125.287 ,"",188.314 ,518.264
VILLA DEL TOTORAL ,"",149.572 ,255.908 ,"",405.480 ,210.797 275.372 ,"",486.170 ,170.322 338.573 ,"",508.895 ,1.400.545
Total TOTORAL ,"",465.143 ,795.829 ,"",1.260.973 ,655.543 856.359 ,"",1.511.901 ,529.671 1.052.901 ,"",1.582.573 ,4.355.447
TULUMBA,"","","","","","","","","","","",""
LAS ARRIAS ,"",54.199 ,92.730 ,"",146.929 ,76.384 99.783 ,"",176.168 ,61.718 122.685 ,"",184.402 ,507.499
LUCIO V. MANSILLA ,"",49.443 ,84.594 ,"",134.037 ,69.682 91.028 ,"",160.710 ,56.302 111.920 ,"",168.222 ,462.968
SAN JOSE DE LA DORMIDA ,"",100.310 ,171.624 ,"",271.934 ,141.371 184.678 ,"",326.048 ,114.226 227.063 ,"",341.289 ,939.272
SAN JOSE DE LAS SALINAS ,"",47.121 ,80.620 ,"",127.741 ,66.409 86.752 ,"",153.161 ,53.658 106.663 ,"",160.320 ,441.222
SAN PEDRO NORTE ,"",50.722 ,86.782 ,"",137.504 ,71.484 93.383 ,"",164.867 ,57.759 114.815 ,"",172.574 ,474.945
VILLA TULUMBA ,"",58.426 ,99.963 ,"",158.390 ,82.342 107.566 ,"",189.908 ,66.531 132.254 ,"",198.785 ,547.083
Total TULUMBA ,"",360.221 ,616.314 ,"",976.535 ,507.672 663.190 ,"",1.170.862 ,410.194 815.399 ,"",1.225.592 ,3.372.990
UNION,"","","","","","","","","","","",""
ALTO ALEGRE ,"",49.692 ,85.020 ,"",134.712 ,70.033 91.487 ,"",161.520 ,56.586 112.484 ,"",169.070 ,465.301
BALLESTEROS ,"",84.862 ,145.193 ,"",230.054 ,119.598 156.236 ,"",275.834 ,96.634 192.093 ,"",288.728 ,794.616
BALLESTEROS SUR ,"",44.747 ,76.559 ,"",121.307 ,63.064 82.382 ,"",145.446 ,50.955 101.290 ,"",152.245 ,418.998
BELL VILLE ,"",447.039 ,764.854 ,"",1.211.893 ,630.027 823.027 ,"",1.453.055 ,509.055 1.011.920 ,"",1.520.975 ,4.185.923
BENJAMIN GOULD ,"",46.506 ,79.569 ,"",126.075 ,65.543 85.621 ,"",151.164 ,52.958 105.272 ,"",158.230 ,435.469
CAÑADA DE LUQUE ,"",53.701 ,91.879 ,"",145.579 ,75.682 98.867 ,"",174.549 ,61.151 121.558 ,"",182.708 ,502.837
CHILIBROSTE ,"",44.292 ,75.781 ,"",120.073 ,62.422 81.545 ,"",143.967 ,50.437 100.260 ,"",150.697 ,414.736
CINTRA ,"",54.059 ,92.492 ,"",146.551 ,76.188 99.526 ,"",175.714 ,61.559 122.369 ,"",183.927 ,506.192
COLONIA BISMARCK ,"",42.484 ,72.687 ,"",115.171 ,59.874 78.215 ,"",138.089 ,48.377 96.167 ,"",144.544 ,397.804
IDIAZABAL ,"",57.356 ,98.132 ,"",155.488 ,80.833 105.596 ,"",186.429 ,65.313 129.831 ,"",195.143 ,537.060
JUSTINIANO POSSE ,"",137.893 ,235.926 ,"",373.819 ,194.338 253.870 ,"",448.208 ,157.023 312.136 ,"",469.159 ,1.291.186
LABORDE ,"",111.162 ,190.191 ,"",301.353 ,156.665 204.657 ,"",361.321 ,126.583 251.627 ,"",378.210 ,1.040.885
MONTE LEÑA ,"",43.541 ,74.496 ,"",118.038 ,61.364 80.162 ,"",141.527 ,49.582 98.560 ,"",148.142 ,407.706
MONTE MAIZ ,"",126.588 ,216.584 ,"",343.172 ,178.405 233.057 ,"",411.462 ,144.149 286.546 ,"",430.695 ,1.185.329
MORRISON ,"",78.158 ,133.722 ,"",211.880 ,110.150 143.893 ,"",254.043 ,89.000 176.918 ,"",265.918 ,731.841
NOETINGER ,"",97.495 ,166.808 ,"",264.304 ,137.404 179.496 ,"",316.899 ,111.021 220.691 ,"",331.712 ,912.915
ORDOÑEZ ,"",69.571 ,119.032 ,"",188.603 ,98.049 128.085 ,"",226.135 ,79.223 157.482 ,"",236.705 ,651.444
PASCANAS ,"",71.970 ,123.136 ,"",195.105 ,101.430 132.501 ,"",233.930 ,81.954 162.911 ,"",244.865 ,673.901
PUEBLO ITALIANO ,"",57.762 ,98.827 ,"",156.589 ,81.406 106.344 ,"",187.750 ,65.775 130.750 ,"",196.526 ,540.864
SAN ANTONIO DE LITIN ,"",53.592 ,91.692 ,"",145.284 ,75.529 98.666 ,"",174.194 ,61.026 121.310 ,"",182.337 ,501.815
SAN MARCOS SUD ,"",75.709 ,129.534 ,"",205.243 ,106.700 139.386 ,"",246.086 ,86.212 171.376 ,"",257.589 ,708.918
VIAMONTE ,"",59.041 ,101.015 ,"",160.056 ,83.209 108.698 ,"",191.907 ,67.232 133.646 ,"",200.878 ,552.841
WENCESLAO ESCALANTE ,"",56.200 ,96.154 ,"",152.353 ,79.204 103.467 ,"",182.671 ,63.996 127.214 ,"",191.210 ,526.235
Total UNION ,"",1.963.420 ,3.359.282 ,"",5.322.703 ,2.767.117 3.614.784 ,"",6.381.901 ,2.235.801 4.444.411 ,"",6.680.212 ,18.384.815
Total general ,"",46.060.356 ,78.806.226 ,"",124.866.582 ,64.914.465 84.800.097 ,"",149.714.562 ,52.450.193 104.262.541 ,"",156.712.734 ,431.293.877
 Importes brutos  según Ley Provincial N° 8.663,"","","","","","","","","","","",""
