id_prov;prov;var1;var2;svar1;svar2;value;value_abs;covar
70;San Juan;P__01_03_PORC;P__08_02_PORC;Hijo(a) / Hijastro(a) PORC;Asistió PORC;-0.901;0.901;-46.220
94;Tierra del Fuego;P__01_03_PORC;P__08_01_PORC;Hijo(a) / Hijastro(a) PORC;Asiste PORC;0.949;0.949;87.805
78;Santa Cruz;P__01_03_PORC;P__08_02_PORC;Hijo(a) / Hijastro(a) PORC;Asistió PORC;-0.937;0.937;-148.139
78;Santa Cruz;P__01_03_PORC;P__08_01_PORC;Hijo(a) / Hijastro(a) PORC;Asiste PORC;0.927;0.927;137.434
