"Colonia San Bartolomé","-31.527620315552","-62.723861694336","1261","455758"
"Colonia San Pedro","-30.782100677490","-61.917648315430","130","57233"
"Colonia Tirolesa","-31.237020492554","-64.066772460938","5358","859131"
"Colonia Valtelina","-31.052930831909","-62.234798431396","197","64092"
"Colonia Vicente Agüero","-31.028219223022","-64.018867492676","359","78483"
"Colonia Videla","-31.916900634766","-63.503551483154","75","51355"
"Colonia Vignaud","-30.841960906982","-61.956359863281","913","418595"
"Comechingones","-31.171680450439","-63.606719970703","364","83619"
"Conlara","-32.078128814697","-65.229598999023","456","87656"
"Copacabana","-30.645549774170","-64.518798828125","179","61669"
"Córdoba","-31.416349411011","-64.190361022949","1307427","129530642"
"Coronel Baigorria","-32.848438262939","-64.360481262207","1543","480205"
"Coronel Moldes","-33.622760772705","-64.596687316895","9006","1249724"
"Corral de Bustos","-33.282459259033","-62.185699462891","10344","1392135"
"Corralito","-32.024078369141","-64.192253112793","1897","514541"
"Cosquín","-31.243619918823","-64.466049194336","20104","2328286"
"Costa Sacate","-31.649580001831","-63.758548736572","1359","461536"
"Cruz Alta","-33.007080078125","-61.810451507568","7103","1056558"
"Cruz de Caña","-31.074800491333","-64.918418884277","325","75879"
"Cruz del Eje","-30.730619430542","-64.796669006348","30850","3485074"
"Cuesta Blanca","-31.477720260620","-64.580383300781","371","79434"
"Dalmacio Vélez Sarsfield","-32.610168457031","-63.579250335693","1652","489555"
"Deán Funes","-30.424249649048","-64.352241516113","21754","2570598"
"Del Campillo","-34.376449584961","-64.495918273926","3727","723175"
"Despeñaderos","-31.815870285034","-64.291130065918","6401","995435"
"Devoto","-31.407270431519","-62.305011749268","6052","967365"
"Diego de Rojas","-31.028659820557","-63.338920593262","546","103465"
"Dique Chico","-31.745830535889","-64.365463256836","247","68872"
"El Arañado","-31.741889953613","-62.894489288330","1734","506268"
"El Brete","-30.666629791260","-64.900436401367","2004","526631"
"El Chacho","-30.800170898438","-65.657302856445","347","82226"
"El Crispín","-31.019029617310","-63.606201171875","197","65408"
"El Fortín","-31.968399047852","-62.300891876221","1384","468891"
"El Manzano","-31.084030151367","-64.297569274902","1258","165024"
"El Rastreador","-33.664779663086","-63.539768218994","93","53352"
"El Rodeo","-30.177179336548","-63.864379882812","325","82668"
"El Tío","-31.383529663086","-62.827968597412","1796","512889"
"Elena","-32.572128295898","-64.391548156738","2997","630129"
"Embalse","-32.202629089355","-64.401847839355","8499","1199052"
"Esquina","-31.078069686890","-63.793651580811","320","78820"
"Estación General Paz","-31.133779525757","-64.141273498535","2150","536995"
"Estación Juárez Celman","-31.257120132446","-64.165901184082","11848","1510828"
"Estancia de Guadalupe","-31.129739761353","-65.216209411621","518","101101"
"Estancia Vieja","-31.382070541382","-64.531463623047","715","112358"
"Etruria","-32.940109252930","-63.246910095215","4069","747531"
"Eufrasio Loza","-29.925180435181","-63.589378356934","294","77484"
"Falda del Carmen","-31.583499908447","-64.460731506348","990","143917"
"Freyre","-31.164190292358","-62.097980499268","6604","1026310"
"General Baldissera","-33.120731353760","-62.303119659424","2360","565458"
"General Cabrera","-32.814109802246","-63.874340057373","11320","1518083"
"General Deheza","-32.757251739502","-63.789020538330","10156","1395003"
"General Fotheringham","-32.322971343994","-63.869701385498","376","80680"
"General Levalle","-34.007270812988","-63.922920227051","5759","943239"
"General Roca","-32.730541229248","-61.914821624756","2675","598074"
"Guanaco Muerto","-30.478109359741","-65.061889648438","701","112846"
"Guasapampa","-31.074399948120","-65.348052978516","396","87635"
"Guatimozín","-33.461799621582","-62.435810089111","2592","589481"
"Gutemberg","-29.720399856567","-63.514881134033","709","124855"
"Hernando","-32.426769256592","-63.731338500977","10913","1433904"
"Huanchilla","-33.667209625244","-63.636161804199","1110","438472"
"Huerta Grande","-31.075609207153","-64.491416931152","6072","927331"
"Huinca Renancó","-34.840850830078","-64.375419616699","8980","1289869"
"Idiazábal","-32.812519073486","-63.032341003418","1600","490035"
"Impira","-31.797420501709","-63.651180267334","163","60072"
"Inriville","-32.944141387939","-62.230758666992","3985","733713"
"Isla Verde","-33.239398956299","-62.401649475098","4433","780100"
"Italó","-34.790538787842","-63.781471252441","1257","456709"
"James Craik","-32.162090301514","-63.465610504150","5034","834419"
"Jesús María","-30.979810714722","-64.095779418945","30622","3396032"
"Jovita","-34.518291473389","-63.944370269775","5127","874208"
"Justiniano Posse","-32.884338378906","-62.679229736328","8147","1181279"
"Kilómetro 658","-31.370489120483","-63.531009674072","350","82092"
"La Batea","-30.371389389038","-65.308219909668","234","66931"
"La Calera","-31.343519210815","-64.337989807129","30561","3389905"
"La Carlota","-33.417968750000","-63.293430328369","12614","1654910"
"La Carolina El Potosí","-33.187019348145","-64.726119995117","182","61915"
"La Cautiva","-33.980091094971","-64.082389831543","835","407202"
"La Cesira","-33.952110290527","-62.975860595703","1292","460673"
"La Cruz","-32.303230285645","-64.482879638672","1659","492478"
"La Cumbre","-30.982610702515","-64.492141723633","7796","1099456"
"La Cumbrecita","-31.897590637207","-64.773498535156","869","129982"
"La Falda","-31.094539642334","-64.482879638672","15186","1837272"
"La Francia","-31.406389236450","-62.633049011230","3847","731904"
"La Granja","-31.010709762573","-64.270019531250","2911","613413"
"La Higuera","-31.013439178467","-65.102920532227","505","94046"
"La Laguna","-32.802211761475","-63.247081756592","1404","468241"
"La Paisanita","-31.722799301147","-64.481498718262","120","56045"
"La Palestina","-32.616531372070","-63.409729003906","557","379476"
"La Pampa","-30.943229675293","-64.276191711426","710","119365"
"La Paquita","-30.906339645386","-62.213859558105","887","415819"
"La Para","-30.892940521240","-63.001689910889","3735","745967"
"La Paz","-32.216571807861","-65.050651550293","3384","659633"
"La Playa","-31.009130477905","-65.361778259277","340","81454"
"La Playosa","-32.100090026855","-63.031391143799","2713","605425"
"La Población","-32.066638946533","-65.028587341309","527","94465"
"La Posta","-30.565689086914","-63.516078948975","263","72605"
"La Puerta","-30.893310546875","-63.254291534424","2250","577045"
"La Quinta","-31.063299179077","-63.151599884033","218","67697"
"La Rancherita","-31.739990234375","-64.457809448242","124","56449"
"La Rinconada","-30.177999496460","-62.942470550537","484","99172"
"La Serranita","-31.735679626465","-64.456611633301","405","84831"
"La Tordilla","-31.244939804077","-63.061859130859","1252","454796"
"Laborde","-33.155231475830","-62.857761383057","5988","953326"
"Laboulaye","-34.128849029541","-63.390079498291","20562","2542385"
"Laguna Larga","-31.775749206543","-63.799831390381","7487","1094790"
"Las Acequias","-33.281528472900","-63.975959777832","2234","551454"
"Las Albahacas","-32.888809204102","-64.843193054199","486","91965"
"Las Arrias","-30.377609252930","-63.595558166504","1195","469703"
"Las Bajadas","-32.099948883057","-64.328643798828","191","62839"
"Las Caleras","-32.389381408691","-64.522186279297","303","73931"
"Las Calles","-31.823200225830","-64.973182678223","754","120934"
"Las Cañadas","-30.856990814209","-65.092193603516","227","66243"
"Las Gramillas","-31.132379531860","-63.228199005127","97","54503"
"Las Higueras","-33.092578887939","-64.288810729980","6026","942451"
"Las Isletillas","-32.510478973389","-63.930599212646","280","71296"
"Las Junturas","-31.831619262695","-63.449470520020","1704","497191"
"Las Palmas","-31.378040313721","-65.289596557617","183","68300"
"Las Peñas","-30.563989639282","-64.000381469727","1675","506755"
"Las Peñas Sud","-32.535991668701","-64.103889465332","173","61025"
"Las Perdices","-32.698329925537","-63.705078125000","5179","849207"
"Las Playas","-30.705089569092","-64.848213195801","508","93871"
"Las Rabonas","-31.858310699463","-64.976402282715","731","118585"
"Las Saladas","-30.759979248047","-63.203998565674","165","61918"
"Las Tapias","-31.959150314331","-65.093986511230","2006","521780"
"Las Varas","-31.803030014038","-62.615108489990","1299","459814"
"Las Varillas","-31.870849609375","-62.719570159912","16399","2072267"
"Las Vertientes","-33.282749176025","-64.579086303711","827","406374"
"Leguizamón","-34.204490661621","-62.976978302002","81","52313"
"Leones","-32.659458160400","-62.297969818115","10678","1426716"
"Los Cedros","-31.527330398560","-64.282463073730","1033","148260"
"Los Cerrillos","-31.972330093384","-65.442886352539","2495","570697"
"Los Chañaritos CE","-32.320789337158","-64.280830383301","683","111237"
"Los Chañaritos R.S.","-31.401960372925","-63.331760406494","261","69781"
"Los Cisnes","-33.400341033936","-63.471698760986","584","382854"
"Los Cocos","-30.926670074463","-64.500640869141","1079","428829"
"Los Cóndores","-32.319919586182","-64.278602600098","3121","643499"
"Los Hornillos","-31.903499603271","-64.989448547363","1156","154788"
"Los Hoyos","-29.802219390869","-63.627998352051","263","73945"
"Los Mistoles","-30.626680374146","-63.886009216309","172","62200"
"Los Molinos","-31.854589462280","-64.378677368164","383","81853"
"Los Pozos","-31.912530899048","-65.035110473633","143","58100"
"Los Reartes","-31.913549423218","-64.576950073242","1282","170880"
"Los Surgentes","-32.985118865967","-62.022800445557","2935","624996"
"Los Talares","-31.406759262085","-65.047729492188","114","58302"
"Los Zorros","-32.045619964600","-63.200740814209","723","394826"
"Lozada","-31.649719238281","-64.088310241699","1119","438999"
"Luca","-32.541961669922","-63.477798461914","546","378323"
"Lucio V. Mansilla","-29.807279586792","-64.703971862793","860","428045"
"Luque","-31.648260116577","-63.345619201660","6037","944950"
"Lutti","-32.315570831299","-64.746459960938","219","65612"
"Luyaba","-32.149520874023","-65.058540344238","1587","196121"
"Malagueño","-31.462490081787","-64.357727050781","12706","1659789"
"Malena","-33.489009857178","-64.432060241699","308","74370"
"Malvinas Argentinas","-31.381919860840","-64.055267333984","12568","1583126"
"Manfredi","-31.844310760498","-63.746959686279","936","417827"
"Maquinista Gallini","-30.908409118652","-63.531608581543","140","58924"
"Marcos Juárez","-32.694278717041","-62.104339599609","26662","3081723"
"Marull","-30.995040893555","-62.827629089355","1773","510430"
"Matorrales","-31.714799880981","-63.511959075928","1024","426920"
"Mattaldi","-34.482288360596","-64.172943115234","1883","524239"
"Mayu Sumaj","-31.472740173340","-64.542442321777","1115","150643"
"Media Naranja","-30.643890380859","-64.928253173828","1104","152469"
"Melo","-34.348178863525","-63.446559906006","1244","455489"
"Mendiolaza","-31.264169692993","-64.309150695801","8161","1140595"
"Mi Granja","-31.346160888672","-64.000511169434","1212","160596"
"Mina Clavero","-31.724069595337","-65.003700256348","9328","1314910"
"Miramar","-30.916650772095","-62.674591064453","2190","554959"
"Monte Buey","-32.915470123291","-62.454868316650","6428","986667"
"Monte Cristo","-31.342779159546","-63.945400238037","10014","1455768"
"Monte de Los Gauchos","-33.636699676514","-63.890468597412","742","397610"
"Monte Leña","-32.610088348389","-62.589710235596","491","372941"
"Monte Maíz","-33.204360961914","-62.599918365479","7476","1110433"
"Monte Ralo","-31.910270690918","-64.239028930664","546","378581"
"Morrison","-32.592960357666","-62.833381652832","3290","668468"
"Morteros","-30.711729049683","-62.005290985107","16724","2106970"
"Nicolás Bruzzone","-34.440040588379","-64.340911865234","239","68642"
"Noetinger","-32.364368438721","-62.311191558838","4963","843679"
"Nono","-31.797929763794","-65.003776550293","2150","550120"
"Obispo Trejo","-30.781160354614","-63.410140991211","2529","608783"
"Olaeta","-33.045650482178","-63.907718658447","608","385392"
"Oliva","-32.037620544434","-63.570320129395","12647","1610718"
"Olivares de San Nicolás","-30.601350784302","-64.854347229004","790","122238"
"Onagoyti","-34.772850036621","-63.672031402588","95","53750"
"Oncativo","-31.913839340210","-63.681560516357","12659","1629252"
"Ordóñez","-32.840198516846","-62.865100860596","2650","600894"
"Pacheco de Melo","-33.759811401367","-63.488609313965","72","51223"
"Pampayasta Norte","-32.240791320801","-63.641990661621","95","53211"
"Pampayasta Sud","-32.251930236816","-63.650829315186","1219","445402"
"Panaholma","-31.634199142456","-65.055793762207","617","106942"
"Pascanas","-33.124679565430","-63.040058135986","2799","616624"
"Pasco","-32.746421813965","-63.342189788818","1176","444345"
"Paso del Durazno","-33.169490814209","-64.048400878906","164","60350"
"Paso Viejo","-30.767719268799","-65.190460205078","1250","166824"
"Pilar","-31.678800582886","-63.881031036377","13622","1728765"
"Pincén","-34.838111877441","-63.916908264160","336","78674"
"Piquillín","-31.300989151001","-63.758888244629","1348","474439"
"Plaza de Mercedes","-30.978340148926","-63.260688781738","89","53630"
"Plaza Luxardo","-31.305240631104","-62.132488250732","218","66241"
"Porteña","-31.014240264893","-62.063480377197","5519","910448"
"Potrero de Garay","-31.796470642090","-64.546730041504","954","140281"
"Pozo del Molle","-32.018550872803","-62.919300079346","5806","921077"
"Pozo Nuevo","-29.578830718994","-64.102127075195","607","111844"
"Pueblo Italiano","-33.880100250244","-62.840591430664","1639","494149"
"Puesto de Castro","-30.270029067993","-63.426731109619","117","57280"
"Punta del Agua","-33.574291229248","-64.103500366211","168","60347"
"Quebracho Herrado","-31.549200057983","-62.226039886475","350","358479"
"Quilino","-30.216199874878","-64.496437072754","5528","892730"
"Rafael García","-31.646360397339","-64.260917663574","525","96951"
"Ranqueles","-34.842189788818","-64.099472045898","71","51268"
"Rayo Cortado","-30.072799682617","-63.822410583496","689","122572"
"Reducción","-33.200908660889","-63.862579345703","1581","488276"
"Rincón","-31.596809387207","-63.616760253906","602","103562"
"Río Bamba","-34.051368713379","-63.733829498291","131","57491"
"Río Ceballos","-31.170650482178","-64.316360473633","19133","2242356"
"Río Cuarto","-33.123748779297","-64.348983764648","158256","16639143"
"Río de Los Sauces","-32.527629852295","-64.587501525879","1312","456634"
"Río Primero","-31.331050872803","-63.622421264648","7247","1145466"
"Río Segundo","-31.650159835815","-63.911411285400","19523","2338559"
"Río Tercero","-32.171829223633","-64.113121032715","46242","5036408"
"Rosales","-34.172958374023","-63.154300689697","546","380086"
"Rosario del Saladillo","-30.431690216064","-63.473678588867","304","80164"
"Sacanta","-31.663749694824","-63.047698974609","2973","638572"
"Sagrada Familia","-31.359609603882","-65.020179748535","77","52322"
"Saira","-32.408218383789","-62.102790832520","808","404762"
"Saladillo","-32.932758331299","-62.344058990479","186","62387"
"Saldán","-31.317119598389","-64.308296203613","10432","1355938"
"Salsacate","-31.317489624023","-65.088577270508","1863","579877"
"Salsipuedes","-31.138330459595","-64.291816711426","9003","1225146"
"Sampacho","-33.384151458740","-64.722511291504","7855","1131043"
"San Agustín","-31.977350234985","-64.375068664551","3598","692776"
"San Antonio de Arredondo","-31.472589492798","-64.528709411621","3474","667945"
"San Antonio de Litín","-32.213890075684","-62.632450103760","1304","458780"
"San Basilio","-33.497959136963","-64.314483642578","3298","661165"
"San Carlos Minas","-31.176530838013","-65.102058410645","1780","525122"
"San Clemente","-31.713560104370","-64.626380920410","165","60590"
"San Esteban","-30.922540664673","-64.535232543945","823","403269"
"San Francisco","-31.429830551147","-62.084770202637","61368","6874276"
"San Francisco del Chañar","-29.788290023804","-63.944889068604","2956","666171"
"San Gerónimo","-31.344469070435","-64.919067382812","448","100913"
"San Ignacio","-32.164558410645","-64.516517639160","299","73534"
"San Javier Yacanto","-32.026409149170","-65.030128479004","1635","484664"
"San Joaquín","-34.511791229248","-63.709629058838","133","57699"
"San José","-31.956890106201","-65.314323425293","2280","549189"
"San José de La Dormida","-30.356130599976","-63.950038909912","4533","884786"
"San José de Las Salinas","-30.007860183716","-64.624748229980","786","418841"
"San Lorenzo","-31.666669845581","-65.024810791016","1029","149021"
"San Marcos Sierras","-30.782989501953","-64.637710571289","2076","534017"
"San Marcos Sud","-32.628799438477","-62.480701446533","3101","648512"
"San Pedro","-29.698560714722","-63.560970306396","4872","840165"
"San Pedro Norte","-30.090999603271","-64.155090332031","948","438987"
"San Roque","-31.359199523926","-64.454887390137","1006","140211"
"San Vicente","-31.851819992065","-65.429847717285","1723","219903"
"Santa Catalina","-33.205940246582","-64.436866760254","3798","712720"
"Santa Elena","-30.114459991455","-63.841979980469","301","78283"
"Santa Eufemia","-33.176639556885","-63.282958984375","2449","580059"
"Santa María","-31.277740478516","-64.463386535645","8462","1165948"
"Santa Rosa de Calamuchita","-32.069618225098","-64.536781311035","12216","1583020"
"Santa Rosa de Río Primero","-31.153030395508","-63.399688720703","7762","1204050"
"Santiago Temple","-31.387269973755","-63.418060302734","2703","600423"
"Sarmiento","-30.773689270020","-64.109512329102","1359","471318"
"Saturnino María Laspiur","-31.702899932861","-62.483360290527","2413","578772"
"Sauce Arriba","-31.912389755249","-65.168922424316","831","128799"
"Sebastián Elcano","-30.160039901733","-63.593578338623","2408","607825"
"Seeber","-30.924680709839","-61.974731445312","742","400335"
"Segunda Usina","-32.165000915527","-64.380050659180","117","55511"
"Serrano","-34.470539093018","-63.539249420166","3165","663011"
"Serrezuela","-30.638500213623","-65.385726928711","2924","620989"
"Silvio Pellico","-32.250701904297","-62.930709838867","388","361766"
"Simbolar","-30.474700927734","-63.984298706055","383","84620"
"Sinsacate","-30.943450927734","-64.092521667480","1342","469845"
"Suco","-33.439601898193","-64.831001281738","309","74469"
"Tala Cañada","-31.355680465698","-64.977691650391","410","96796"
"Tala Huasi","-31.472230911255","-64.565872192383","136","56942"
"Talaini","-31.249200820923","-65.169692993164","224","68650"
"Tancacha","-32.239658355713","-63.980079650879","5603","892441"
"Tanti","-31.359640121460","-64.582946777344","5942","914349"
"Ticino","-32.693130493164","-63.436260223389","2184","549985"
"Tinoco","-31.124479293823","-63.892189025879","463","89415"
"Tío Pujio","-32.286979675293","-63.356178283691","2738","608042"
"Toledo","-31.556589126587","-64.008918762207","3869","728735"
"Toro Pujio","-31.109460830688","-62.986759185791","329","77604"
"Tosno","-30.961410522461","-65.310371398926","285","74925"
"Tosquita","-33.819080352783","-64.457298278809","463","368843"
"Tránsito","-31.424999237061","-63.196701049805","3031","644766"
"Tuclame","-30.747289657593","-65.235946655273","779","120515"
"Ucacha","-33.031539916992","-63.506641387939","5214","872434"
"Unquillo","-31.235700607300","-64.312591552734","17183","2046545"
"Valle de Anisacate","-31.725099563599","-64.403739929199","363","80588"
"Valle Hermoso","-31.117610931396","-64.483726501465","6077","927830"
"Viamonte","-33.746528625488","-63.099281311035","1780","509040"
"Vicuña Mackenna","-33.917720794678","-64.392578125000","10342","1387482"
"Villa Allende","-31.296739578247","-64.298851013184","27514","3083940"
"Villa Amancay","-32.187961578369","-64.570083618164","479","91360"
"Villa Ascasubi","-32.163181304932","-63.889789581299","2407","566543"
"Villa Cañada del Sauce","-32.365600585938","-64.642181396484","99","53729"
"Villa Candelaria Norte","-29.812940597534","-63.355148315430","594","111728"
"Villa Carlos Paz","-31.420749664307","-64.500381469727","56454","5957468"
"Villa Cerro Azul","-31.071899414062","-64.316963195801","220","65103"
"Villa Ciudad de América","-31.794279098511","-64.514976501465","789","123615"
"Villa Ciudad Parque Los Reartes","-31.907430648804","-64.548622131348","840","127109"
"Villa Concepción del Tío","-31.321229934692","-62.814670562744","1734","506268"
"Villa Cura Brochero","-31.709180831909","-65.014846801758","5782","937117"
"Villa de Las Rosas","-31.947929382324","-65.053222656250","4059","727159"
"Villa de María","-29.904499053955","-63.723621368408","4786","890975"
"Villa de Pocho","-31.490009307861","-65.280761718750","323","86947"
"Villa de Soto","-30.856840133667","-64.998893737793","9093","1253680"
"Villa del Dique","-32.170669555664","-64.453346252441","3180","649597"
"Villa del Prado","-31.618299484253","-64.388801574707","1354","180681"
"Villa del Rosario","-31.554250717163","-63.534961700439","15073","1878709"
"Villa del Totoral","-30.705089569092","-64.068313598633","8517","1265098"
"Villa Dolores","-31.944869995117","-65.191146850586","31481","3470425"
"Villa El Chacay","-32.893489837646","-64.867218017578","181","61816"
"Villa Elisa","-32.834201812744","-62.294708251953","26","46506"
"Villa Fontana","-30.894859313965","-63.116451263428","900","423478"
"Villa General Belgrano","-31.976190567017","-64.558921813965","7649","1111250"
"Villa Giardino","-31.052640914917","-64.498672485352","4895","809818"
"Villa Gutiérrez","-30.678659439087","-64.161102294922","351","78719"
"Villa Huidobro","-34.840011596680","-64.583808898926","5896","957167"
"Villa La Bolsa","-31.729549407959","-64.431457519531","836","128362"
"Villa Los Aromos","-31.736120223999","-64.438407897949","810","125736"
"Villa Los Patos","-32.766269683838","-62.727470397949","16","45544"
"Villa María","-32.410400390625","-63.243141174316","77198","8411447"
"Villa Nueva","-32.435459136963","-63.247768402100","18500","2259900"
"Villa Parque Santa Ana","-31.591400146484","-64.350700378418","2499","584392"
"Villa Parque Siquiman","-31.346740722656","-64.481666564941","1303","168637"
"Villa Quillinzo","-32.234649658203","-64.514289855957","94","53234"
"Villa Río Icho Cruz","-31.481809616089","-64.563560485840","2054","526172"
"Villa Rossi","-34.298419952393","-63.266651153564","512","376411"
"Villa Rumipal","-32.190139770508","-64.478408813477","2633","593092"
"Villa San Esteban","-31.633100509644","-62.896381378174","71","51193"
"Villa San Isidro","-31.825939178467","-64.384170532227","1103","155330"
"Villa Santa Cruz del Lago","-31.370559692383","-64.517463684082","2159","536655"
"Villa Sarmiento GR","-34.121608734131","-64.722602844238","5033","86018"
"Villa Sarmiento SA","-31.935039520264","-65.191841125488","407","857321"
"Villa Tulumba","-30.395820617676","-64.122993469238","1607","520932"
"Villa Valeria","-34.341308593750","-64.920440673828","3002","644960"
"Villa Yacanto","-32.103660583496","-64.754272460938","1610","487417"
"Washington","-33.875541687012","-64.689559936523","551","98390"
"Wenceslao Escalante","-33.171680450439","-62.769950866699","1496","479053"
