"262","Colonia San Pedro","-30.782100677490","-61.917648315430",
"263","Colonia Tirolesa","-31.237020492554","-64.066772460938","http://www.coloniatirolesa.gov.ar"
"264","Colonia Vicente Agüero","-31.028219223022","-64.018867492676",
"265","Colonia Videla","-31.916900634766","-63.503551483154",
"266","Colonia Vignaud","-30.841960906982","-61.956359863281",
"267","Colonia Valtelina","-31.052930831909","-62.234798431396",
"268","Comechingones","-31.171680450439","-63.606719970703",
"269","Conlara","-32.078128814697","-65.229598999023",
"270","Copacabana","-30.645549774170","-64.518798828125",
"271","Córdoba","-31.416349411011","-64.190361022949","http://www.cordoba.gob.ar"
"272","Coronel Baigorria","-32.848438262939","-64.360481262207",
"273","Coronel Moldes","-33.622760772705","-64.596687316895","http://www.coronelmoldes.gov.ar/"
"274","Corral de Bustos","-33.282459259033","-62.185699462891","http://www.corraldebustos.gov.ar/"
"275","Corralito","-32.024078369141","-64.192253112793","http://www.corralito.gob.ar"
"276","Cosquín","-31.243619918823","-64.466049194336","http://www.cosquin.gov.ar/"
"277","Costa Sacate","-31.649580001831","-63.758548736572",
"278","Cruz Alta","-33.007080078125","-61.810451507568",
"279","Cruz de Caña","-31.074800491333","-64.918418884277",
"280","Cruz del Eje","-30.730619430542","-64.796669006348","http://www.cruzdeleje.gov.ar"
"281","Cuesta Blanca","-31.477720260620","-64.580383300781",
"282","Dalmacio Vélez Sarsfield","-32.610168457031","-63.579250335693",
"283","Deán Funes","-30.424249649048","-64.352241516113",
"284","Del Campillo","-34.376449584961","-64.495918273926","http://www.munidelcampillo.gov.ar"
"285","Despeñaderos","-31.815870285034","-64.291130065918",
"286","Devoto","-31.407270431519","-62.305011749268","http://www.devoto.gov.ar/"
"287","Diego de Rojas","-31.028659820557","-63.338920593262",
"288","Dique Chico","-31.745830535889","-64.365463256836",
"289","El Arañado","-31.741889953613","-62.894489288330","http://www.elaranado.gov.ar/"
"290","El Brete","-30.666629791260","-64.900436401367",
"291","El Crispín","-31.019029617310","-63.606201171875",
"292","El Chacho","-30.800170898438","-65.657302856445",
"293","El Fortín","-31.968399047852","-62.300891876221",
"294","El Manzano","-31.084030151367","-64.297569274902",
"295","El Rastreador","-33.664779663086","-63.539768218994",
"296","El Rodeo","-30.177179336548","-63.864379882812",
"297","El Tío","-31.383529663086","-62.827968597412",
"298","Elena","-32.572128295898","-64.391548156738",
"299","Embalse","-32.202629089355","-64.401847839355","http://www.embalse.gov.ar"
"300","Esquina","-31.078069686890","-63.793651580811",
"301","Estación General Paz","-31.133779525757","-64.141273498535","http://www.generalpaz.gov.ar"
"302","Estación Juárez Celman","-31.257120132446","-64.165901184082","http://www.juarezcelman.gob.ar/"
"303","Estancia de Guadalupe","-31.129739761353","-65.216209411621",
"304","Estancia Vieja","-31.382070541382","-64.531463623047",
"305","Etruria","-32.940109252930","-63.246910095215","http://www.etruria.gov.ar/"
"306","Eufrasio Loza","-29.925180435181","-63.589378356934",
"307","Falda del Carmen","-31.583499908447","-64.460731506348",
"308","Freyre","-31.164190292358","-62.097980499268",
"309","General Baldissera","-33.120731353760","-62.303119659424",
"310","General Cabrera","-32.814109802246","-63.874340057373","http://www.generalcabrera.gob.ar/"
"311","General Deheza","-32.757251739502","-63.789020538330","http://www.generaldeheza.gob.ar/"
"312","General Fotheringham","-32.322971343994","-63.869701385498",
"313","General Levalle","-34.007270812988","-63.922920227051","http://www.generallevalle.com.ar"
"314","General Roca","-32.730541229248","-61.914821624756","http://www.roca.gov.ar/"
"315","Guanaco Muerto","-30.478109359741","-65.061889648438",
"316","Guasapampa","-31.074399948120","-65.348052978516",
"317","Guatimozín","-33.461799621582","-62.435810089111",
"318","Gutemberg","-29.720399856567","-63.514881134033",
"319","Hernando","-32.426769256592","-63.731338500977","http://www.hernando.gov.ar/"
"320","Huanchilla","-33.667209625244","-63.636161804199","http://www.huanchilla.gov.ar/"
"321","Huerta Grande","-31.075609207153","-64.491416931152","http://www.huertagrande.gov.ar/"
"322","Huinca Renancó","-34.840850830078","-64.375419616699","http://www.huincarenanco.org.ar/"
"323","Idiazábal","-32.812519073486","-63.032341003418",
"324","Impira","-31.797420501709","-63.651180267334",
"325","Inriville","-32.944141387939","-62.230758666992","http://www.inriville.gov.ar/"
"326","Isla Verde","-33.239398956299","-62.401649475098","http://www.muniverde.gov.ar"
"327","Italó","-34.790538787842","-63.781471252441",
"328","James Craik","-32.162090301514","-63.465610504150","http://www.municipalidadjcraik.gov.ar"
"329","Jesús María","-30.979810714722","-64.095779418945","http://www.jesusmaria.gov.ar/"
"330","Jovita","-34.518291473389","-63.944370269775",
"331","Justiniano Posse","-32.884338378906","-62.679229736328","http://www.justinianoposse.gov.ar/"
"332","Kilómetro 658","-31.370489120483","-63.531009674072",
"333","La Batea","-30.371389389038","-65.308219909668",
"334","La Calera","-31.343519210815","-64.337989807129","http://www.lacalera.gov.ar/"
"335","La Carlota","-33.417968750000","-63.293430328369",
"336","La Carolina El Potosí","-33.187019348145","-64.726119995117",
"337","La Cautiva","-33.980091094971","-64.082389831543","http://www.lacautiva.gov.ar/"
"338","La Cesira","-33.952110290527","-62.975860595703",
"339","La Cruz","-32.303230285645","-64.482879638672",
"340","La Cumbre","-30.982610702515","-64.492141723633","http://www.lacumbre.gov.ar/"
"341","La Cumbrecita","-31.897590637207","-64.773498535156","http://www.lacumbrecita.gob.ar/"
"342","La Falda","-31.094539642334","-64.482879638672","http://www.lafalda.gov.ar/"
"343","La Francia","-31.406389236450","-62.633049011230","http://www.lafrancia.gov.ar/"
"344","La Granja","-31.010709762573","-64.270019531250","http://www.lagranja.gob.ar/"
"345","La Higuera","-31.013439178467","-65.102920532227",
"346","La Laguna","-32.802211761475","-63.247081756592",
"347","La Paisanita","-31.722799301147","-64.481498718262","http://www.valapaisanita.com.ar/"
"348","La Palestina","-32.616531372070","-63.409729003906",
"349","La Pampa","-30.943229675293","-64.276191711426",
"350","La Paquita","-30.906339645386","-62.213859558105",
"351","La Para","-30.892940521240","-63.001689910889","http://www.laparacba.gov.ar"
"352","La Paz","-32.216571807861","-65.050651550293","http://www.lapaz-traslasierra.com.ar/"
"353","La Playa","-31.009130477905","-65.361778259277",
"354","La Playosa","-32.100090026855","-63.031391143799",
"355","La Población","-32.066638946533","-65.028587341309",
"356","La Posta","-30.565689086914","-63.516078948975",
"357","La Puerta","-30.893310546875","-63.254291534424",
"358","La Quinta","-31.063299179077","-63.151599884033",
"359","La Rancherita","-31.739990234375","-64.457809448242",
"360","La Rinconada","-30.177999496460","-62.942470550537",
"361","La Serranita","-31.735679626465","-64.456611633301",
"362","La Tordilla","-31.244939804077","-63.061859130859",
"363","Laborde","-33.155231475830","-62.857761383057",
"364","Laboulaye","-34.128849029541","-63.390079498291","http://www.munilaboulaye.gov.ar/"
"365","Laguna Larga","-31.775749206543","-63.799831390381","http://www.lagunalarga.gov.ar/"
"366","Las Acequias","-33.281528472900","-63.975959777832",
"367","Las Albahacas","-32.888809204102","-64.843193054199",
"368","Las Arrias","-30.377609252930","-63.595558166504",
"369","Las Bajadas","-32.099948883057","-64.328643798828",
"370","Las Caleras","-32.389381408691","-64.522186279297",
"371","Las Calles","-31.823200225830","-64.973182678223","http://www.lascalles.gov.ar/"
"372","Las Cañadas","-30.856990814209","-65.092193603516",
"373","Las Gramillas","-31.132379531860","-63.228199005127",
"374","Las Higueras","-33.092578887939","-64.288810729980","http://concejolashigueras.gov.ar/"
"375","Las Isletillas","-32.510478973389","-63.930599212646",
"376","Las Junturas","-31.831619262695","-63.449470520020",
"377","Las Palmas","-31.378040313721","-65.289596557617",
"378","Las Peñas","-30.563989639282","-64.000381469727",
"379","Las Peñas Sud","-32.535991668701","-64.103889465332",
"380","Las Perdices","-32.698329925537","-63.705078125000","http://www.lasperdices-cordoba.com.ar/"
"381","Las Playas","-30.705089569092","-64.848213195801",
"382","Las Rabonas","-31.858310699463","-64.976402282715",
"383","Las Saladas","-30.759979248047","-63.203998565674",
"384","Las Tapias","-31.959150314331","-65.093986511230",
"385","Las Varas","-31.803030014038","-62.615108489990",
"386","Las Varillas","-31.870849609375","-62.719570159912","http://www.lasvarillas.gov.ar/"
"387","Las Vertientes","-33.282749176025","-64.579086303711",
"388","Leguizamón","-34.204490661621","-62.976978302002",
"389","Leones","-32.659458160400","-62.297969818115","http://www.leones.gov.ar/"
"390","Los Cedros","-31.527330398560","-64.282463073730",
"391","Los Cerrillos","-31.972330093384","-65.442886352539","http://www.comunaloscerrillos.com.ar/portal/"
"392","Los Cisnes","-33.400341033936","-63.471698760986","http://www.loscisnes.gov.ar/"
"393","Los Cocos","-30.926670074463","-64.500640869141","http://www.loscocos.gov.ar/"
"394","Los Cóndores","-32.319919586182","-64.278602600098","http://www.loscondores.gov.ar/"
"395","Los Chañaritos R.S.","-31.401960372925","-63.331760406494",
"396","Los Chañaritos CE","-32.320789337158","-64.280830383301",
"397","Los Hornillos","-31.903499603271","-64.989448547363",
"398","Los Hoyos","-29.802219390869","-63.627998352051",
"399","Los Mistoles","-30.626680374146","-63.886009216309",
"400","Los Molinos","-31.854589462280","-64.378677368164",
"401","Los Pozos","-31.912530899048","-65.035110473633",
"402","Los Reartes","-31.913549423218","-64.576950073242",
"403","Los Surgentes","-32.985118865967","-62.022800445557","http://www.lossurgentes.gov.ar/"
"404","Los Talares","-31.406759262085","-65.047729492188",
"405","Los Zorros","-32.045619964600","-63.200740814209",
"406","Lozada","-31.649719238281","-64.088310241699",
"407","Luca","-32.541961669922","-63.477798461914",
"408","Lucio V. Mansilla","-29.807279586792","-64.703971862793",
"409","Luque","-31.648260116577","-63.345619201660","http://www.luque.gov.ar/"
"410","Lutti","-32.315570831299","-64.746459960938",
"411","Luyaba","-32.149520874023","-65.058540344238","http://www.comunadeluyaba.gob.ar/"
"412","Malagueño","-31.462490081787","-64.357727050781","http://www.malagueño.gov.ar/"
"413","Malena","-33.489009857178","-64.432060241699",
"414","Malvinas Argentinas","-31.381919860840","-64.055267333984","http://www.ciudadmalvinas.gov.ar/"
"415","Manfredi","-31.844310760498","-63.746959686279",
"416","Maquinista Gallini","-30.908409118652","-63.531608581543",
"417","Marcos Juárez","-32.694278717041","-62.104339599609","http://www.mmj.gov.ar/"
"418","Marull","-30.995040893555","-62.827629089355",
"419","Matorrales","-31.714799880981","-63.511959075928",
"420","Mattaldi","-34.482288360596","-64.172943115234",
"421","Mayu Sumaj","-31.472740173340","-64.542442321777","http://www.mayusumaj.gov.ar"
"422","Media Naranja","-30.643890380859","-64.928253173828",
"423","Melo","-34.348178863525","-63.446559906006",
"424","Mendiolaza","-31.264169692993","-64.309150695801","http://www.mendiolaza.gov.ar"
"425","Mi Granja","-31.346160888672","-64.000511169434",
"426","Mina Clavero","-31.724069595337","-65.003700256348","http://www.minaclavero.gov.ar/"
"427","Miramar","-30.916650772095","-62.674591064453","http://www.miramar.gov.ar/"
"428","Monte Buey","-32.915470123291","-62.454868316650","http://www.montebuey.gov.ar/"
"429","Monte Cristo","-31.342779159546","-63.945400238037","http://www.montecristo.gov.ar/"
"430","Monte de Los Gauchos","-33.636699676514","-63.890468597412",
"431","Monte Leña","-32.610088348389","-62.589710235596",
"432","Monte Maíz","-33.204360961914","-62.599918365479",
"433","Monte Ralo","-31.910270690918","-64.239028930664",
"434","Morrison","-32.592960357666","-62.833381652832","http://www.morrisonmunicipio.com.ar/"
"435","Morteros","-30.711729049683","-62.005290985107","http://www.morteros.gob.ar/"
"436","Nicolás Bruzzone","-34.440040588379","-64.340911865234",
"437","Noetinger","-32.364368438721","-62.311191558838","http://www.noetinger.gob.ar/"
"438","Nono","-31.797929763794","-65.003776550293","http://www.nono.gov.ar"
"439","Obispo Trejo","-30.781160354614","-63.410140991211","http://www.obispotrejo.gov.ar/"
"440","Olaeta","-33.045650482178","-63.907718658447","http://www.olaeta.gov.ar/"
"441","Oliva","-32.037620544434","-63.570320129395","http://www.ciudaddeoliva.gov.ar/"
"442","Olivares de San Nicolás","-30.601350784302","-64.854347229004",
"443","Onagoyti","-34.772850036621","-63.672031402588",
"444","Oncativo","-31.913839340210","-63.681560516357","http://www.oncativo.gov.ar/"
"445","Ordóñez","-32.840198516846","-62.865100860596","http://municipalidadordonez.blogspot.com/"
"446","Pacheco de Melo","-33.759811401367","-63.488609313965",
"447","Pampayasta Norte","-32.240791320801","-63.641990661621",
"448","Pampayasta Sud","-32.251930236816","-63.650829315186",
"449","Panaholma","-31.634199142456","-65.055793762207",
"450","Pascanas","-33.124679565430","-63.040058135986",
"451","Pasco","-32.746421813965","-63.342189788818",
"452","Paso del Durazno","-33.169490814209","-64.048400878906",
"453","Paso Viejo","-30.767719268799","-65.190460205078",
"454","Pilar","-31.678800582886","-63.881031036377",
"455","Pincén","-34.838111877441","-63.916908264160",
"456","Piquillín","-31.300989151001","-63.758888244629",
"457","Plaza de Mercedes","-30.978340148926","-63.260688781738",
"458","Plaza Luxardo","-31.305240631104","-62.132488250732",
"459","Porteña","-31.014240264893","-62.063480377197",
"460","Potrero de Garay","-31.796470642090","-64.546730041504",
"461","Pozo del Molle","-32.018550872803","-62.919300079346",
"462","Pozo Nuevo","-29.578830718994","-64.102127075195",
"463","Pueblo Italiano","-33.880100250244","-62.840591430664",
"464","Puesto de Castro","-30.270029067993","-63.426731109619",
"465","Punta del Agua","-33.574291229248","-64.103500366211",
"466","Quebracho Herrado","-31.549200057983","-62.226039886475","http://www.quebrachoherrado.gov.ar/"
"467","Quilino","-30.216199874878","-64.496437072754","http://www.quilino.gov.ar/"
"468","Rafael García","-31.646360397339","-64.260917663574",
"469","Ranqueles","-34.842189788818","-64.099472045898",
"470","Rayo Cortado","-30.072799682617","-63.822410583496",
"471","Reducción","-33.200908660889","-63.862579345703","http://www.reduccion.gov.ar/"
"472","Rincón","-31.596809387207","-63.616760253906",
"473","Río Bamba","-34.051368713379","-63.733829498291",
"474","Río Ceballos","-31.170650482178","-64.316360473633","http://www.rioceballos.gov.ar/"
"475","Río Cuarto","-33.123748779297","-64.348983764648","http://www.riocuarto.gov.ar/"
"476","Río de Los Sauces","-32.527629852295","-64.587501525879",
"477","Río Primero","-31.331050872803","-63.622421264648","http://www.rioprimero.gob.ar"
"478","Río Segundo","-31.650159835815","-63.911411285400",
"479","Río Tercero","-32.171829223633","-64.113121032715","http://www.riotercero.gov.ar/"
"480","Rosales","-34.172958374023","-63.154300689697","http://www.rosales-cordoba.gov.ar/"
"481","Rosario del Saladillo","-30.431690216064","-63.473678588867",
"482","Sacanta","-31.663749694824","-63.047698974609","http://www.sacanta.gov.ar/"
"483","Sagrada Familia","-31.359609603882","-65.020179748535",
"484","Saira","-32.408218383789","-62.102790832520",
"485","Saladillo","-32.932758331299","-62.344058990479",
"486","Saldán","-31.317119598389","-64.308296203613",
"487","Salsacate","-31.317489624023","-65.088577270508",
"488","Salsipuedes","-31.138330459595","-64.291816711426","http://www.salsipuedes.gov.ar/"
"489","Sampacho","-33.384151458740","-64.722511291504",
"490","San Agustín","-31.977350234985","-64.375068664551","http://www.sanagustin.gov.ar"
"491","San Antonio de Arredondo","-31.472589492798","-64.528709411621","http://www.sanantonio.gov.ar/"
"492","San Antonio de Litín","-32.213890075684","-62.632450103760",
"493","San Basilio","-33.497959136963","-64.314483642578","http://www.sanbasilio.gov.ar/"
"494","San Carlos Minas","-31.176530838013","-65.102058410645",
"495","San Clemente","-31.713560104370","-64.626380920410",
"496","San Esteban","-30.922540664673","-64.535232543945",
"497","San Francisco","-31.429830551147","-62.084770202637","http://www.sanfrancisco.gov.ar/"
"498","San Francisco del Chañar","-29.788290023804","-63.944889068604",
"499","San Gerónimo","-31.344469070435","-64.919067382812",
"500","San Ignacio","-32.164558410645","-64.516517639160",
"501","San Javier Yacanto","-32.026409149170","-65.030128479004","http://www.sanjavieryacanto.org/"
"502","San Joaquín","-34.511791229248","-63.709629058838",
"503","San José","-31.956890106201","-65.314323425293",
"504","San José de La Dormida","-30.356130599976","-63.950038909912",
"505","San José de Las Salinas","-30.007860183716","-64.624748229980",
"506","San Lorenzo","-31.666669845581","-65.024810791016",
"507","San Marcos Sierras","-30.782989501953","-64.637710571289","http://www.sanmarcossierras.gov.ar/"
"508","San Marcos Sud","-32.628799438477","-62.480701446533",
"509","San Pedro","-29.698560714722","-63.560970306396","http://www.munisanpedrocba.gob.ar/"
"510","San Pedro Norte","-30.090999603271","-64.155090332031",
"511","San Roque","-31.359199523926","-64.454887390137",
"512","San Vicente","-31.851819992065","-65.429847717285",
"513","Santa Catalina","-33.205940246582","-64.436866760254",
"514","Santa Elena","-30.114459991455","-63.841979980469",
"515","Santa Eufemia","-33.176639556885","-63.282958984375","http://www.santa-eufemia.com.ar/"
"516","Santa María","-31.277740478516","-64.463386535645",
"517","Santa Rosa de Calamuchita","-32.069618225098","-64.536781311035","http://www.municipiosantarosa.gov.ar/"
"518","Santa Rosa de Río Primero","-31.153030395508","-63.399688720703","http://www.rioprimero.gob.ar/"
"519","Santiago Temple","-31.387269973755","-63.418060302734",
"520","Sarmiento","-30.773689270020","-64.109512329102",
"521","Saturnino María Laspiur","-31.702899932861","-62.483360290527",
"522","Sauce Arriba","-31.912389755249","-65.168922424316",
"523","Sebastián Elcano","-30.160039901733","-63.593578338623",
"524","Seeber","-30.924680709839","-61.974731445312",
"525","Segunda Usina","-32.165000915527","-64.380050659180",
"526","Serrano","-34.470539093018","-63.539249420166",
"527","Serrezuela","-30.638500213623","-65.385726928711",
"528","Silvio Pellico","-32.250701904297","-62.930709838867",
"529","Simbolar","-30.474700927734","-63.984298706055",
"530","Sinsacate","-30.943450927734","-64.092521667480",
"531","Suco","-33.439601898193","-64.831001281738",
"532","Tala Cañada","-31.355680465698","-64.977691650391",
"533","Tala Huasi","-31.472230911255","-64.565872192383",
"534","Talaini","-31.249200820923","-65.169692993164",
"535","Tancacha","-32.239658355713","-63.980079650879","http://www.tancacha.gov.ar/"
"536","Tanti","-31.359640121460","-64.582946777344","http://www.tanti.gov.ar/"
"537","Ticino","-32.693130493164","-63.436260223389",
"538","Tinoco","-31.124479293823","-63.892189025879",
"539","Tío Pujio","-32.286979675293","-63.356178283691",
"540","Toledo","-31.556589126587","-64.008918762207",
"541","Toro Pujio","-31.109460830688","-62.986759185791",
"542","Tosno","-30.961410522461","-65.310371398926",
"543","Tosquita","-33.819080352783","-64.457298278809",
"544","Tránsito","-31.424999237061","-63.196701049805",
"545","Tuclame","-30.747289657593","-65.235946655273",
"546","Ucacha","-33.031539916992","-63.506641387939",
"547","Unquillo","-31.235700607300","-64.312591552734","http://www.unquillo.gov.ar"
"548","Valle de Anisacate","-31.725099563599","-64.403739929199",
"549","Valle Hermoso","-31.117610931396","-64.483726501465","http://www.vallehermoso.gov.ar/"
"550","Viamonte","-33.746528625488","-63.099281311035",
"551","Vicuña Mackenna","-33.917720794678","-64.392578125000","http://www.vicunamackenna.gov.ar/"
"552","Villa Allende","-31.296739578247","-64.298851013184","http://www.villaallende.gov.ar/"
"553","Villa Amancay","-32.187961578369","-64.570083618164",
"554","Villa Ascasubi","-32.163181304932","-63.889789581299",
"555","Villa Candelaria Norte","-29.812940597534","-63.355148315430",
"556","Villa Carlos Paz","-31.420749664307","-64.500381469727","http://www.villacarlospaz.gov.ar/"
"557","Villa Cerro Azul","-31.071899414062","-64.316963195801",
"558","Villa Ciudad de América","-31.794279098511","-64.514976501465",
"559","Villa Ciudad Parque Los Reartes","-31.907430648804","-64.548622131348","http://www.ciudadparque.com.ar/"
"560","Villa Concepción del Tío","-31.321229934692","-62.814670562744",
"561","Villa Cura Brochero","-31.709180831909","-65.014846801758","http://www.villacurabrochero.gov.ar/"
"562","Villa de Las Rosas","-31.947929382324","-65.053222656250","http://www.villadelasrosas.gov.ar/"
"563","Villa de María","-29.904499053955","-63.723621368408",
"564","Villa de Pocho","-31.490009307861","-65.280761718750",
"565","Villa de Soto","-30.856840133667","-64.998893737793","http://www.villadesoto.com"
"566","Villa del Dique","-32.170669555664","-64.453346252441",
"567","Villa del Prado","-31.618299484253","-64.388801574707",
"568","Villa del Rosario","-31.554250717163","-63.534961700439",
"569","Villa del Totoral","-30.705089569092","-64.068313598633","http://www.villadeltotoral.gov.ar/"
"570","Villa Dolores","-31.944869995117","-65.191146850586","http://www.villadolores.gov.ar/"
"571","Villa El Chacay","-32.893489837646","-64.867218017578",
"572","Villa Elisa","-32.834201812744","-62.294708251953",
"573","Villa Flor Serrana","-31.393060684204","-64.593002319336",
"574","Villa Fontana","-30.894859313965","-63.116451263428",
"575","Villa General Belgrano","-31.976190567017","-64.558921813965","http://www.vgb.gov.ar/"
"576","Villa Giardino","-31.052640914917","-64.498672485352","http://www.villagiardino.gov.ar"
"577","Villa Gutiérrez","-30.678659439087","-64.161102294922",
"578","Villa Huidobro","-34.840011596680","-64.583808898926","http://www.mvhuidobro.gov.ar"
"579","Villa La Bolsa","-31.729549407959","-64.431457519531",
"580","Villa Los Aromos","-31.736120223999","-64.438407897949","http://www.villalosaromos.com.ar/"
"581","Villa Los Patos","-32.766269683838","-62.727470397949",
"582","Villa María","-32.410400390625","-63.243141174316","http://www.villamaria.gov.ar/"
"583","Villa Nueva","-32.435459136963","-63.247768402100","http://www.villanueva.gov.ar/"
"584","Villa Parque Santa Ana","-31.591400146484","-64.350700378418",
"585","Villa Parque Siquiman","-31.346740722656","-64.481666564941",
"586","Villa Quillinzo","-32.234649658203","-64.514289855957",
"587","Villa Rossi","-34.298419952393","-63.266651153564",
"588","Villa Rumipal","-32.190139770508","-64.478408813477","http://www.villarumipal.com/"
"589","Villa San Esteban","-31.633100509644","-62.896381378174",
"590","Villa San Isidro","-31.825939178467","-64.384170532227",
"591","Villa Santa Cruz del Lago","-31.370559692383","-64.517463684082",
"592","Villa Sarmiento GR","-34.121608734131","-64.722602844238",
"593","Villa Sarmiento SA","-31.935039520264","-65.191841125488",
"594","Villa Tulumba","-30.395820617676","-64.122993469238",
"595","Villa Valeria","-34.341308593750","-64.920440673828",
"596","Villa Yacanto","-32.103660583496","-64.754272460938","http://www.villayacanto.gov.ar/"
